UZAName,Year,VRH,Category
"Charleston, WV",2021,32299,Non-Rail
"Charleston-North Charleston, SC",2011,244484,Non-Rail
"Charleston-North Charleston, SC",2012,249386,Non-Rail
"Charleston-North Charleston, SC",2013,251463,Non-Rail
"Charleston-North Charleston, SC",2014,259110,Non-Rail
"Charleston-North Charleston, SC",2015,255515,Non-Rail
"Charleston-North Charleston, SC",2016,236981,Non-Rail
"Charleston-North Charleston, SC",2017,233326,Non-Rail
"Charleston-North Charleston, SC",2018,245642,Non-Rail
"Charleston-North Charleston, SC",2019,249970,Non-Rail
"Charleston-North Charleston, SC",2020,213596,Non-Rail
"Charleston-North Charleston, SC",2021,57550,Non-Rail
"Charlotte, NC-SC",2011,959415,Non-Rail
"Charlotte, NC-SC",2011,45856,Rail
"Charlotte, NC-SC",2012,969903,Non-Rail
"Charlotte, NC-SC",2012,51414,Rail
"Charlotte, NC-SC",2013,1052622,Non-Rail
"Charlotte, NC-SC",2013,55261,Rail
"Charlotte, NC-SC",2014,984822,Non-Rail
"Charlotte, NC-SC",2014,66182,Rail
"Charlotte, NC-SC",2015,1014330,Non-Rail
"Charlotte, NC-SC",2015,71215,Rail
"Charlotte, NC-SC",2016,1056174,Non-Rail
"Charlotte, NC-SC",2016,75997,Rail
"Charlotte, NC-SC",2017,1093463,Non-Rail
"Charlotte, NC-SC",2017,77886,Rail
"Charlotte, NC-SC",2018,1188756,Non-Rail
"Charlotte, NC-SC",2018,134159,Rail
"Charlotte, NC-SC",2019,1295427,Non-Rail
"Charlotte, NC-SC",2019,145222,Rail
"Charlotte, NC-SC",2020,1097133,Non-Rail
"Charlotte, NC-SC",2020,126685,Rail
"Charlotte, NC-SC",2021,274707,Non-Rail
"Charlotte, NC-SC",2021,25239,Rail
"Charlottesville, VA",2011,199122,Non-Rail
"Charlottesville, VA",2012,113969,Non-Rail
"Charlottesville, VA",2013,111848,Non-Rail
"Charlottesville, VA",2014,116753,Non-Rail
"Charlottesville, VA",2015,116321,Non-Rail
"Charlottesville, VA",2016,115848,Non-Rail
"Charlottesville, VA",2017,107463,Non-Rail
"Charlottesville, VA",2018,106754,Non-Rail
"Charlottesville, VA",2019,114581,Non-Rail
"Charlottesville, VA",2020,67652,Non-Rail
"Chattanooga, TN-GA",2011,184123,Non-Rail
"Chattanooga, TN-GA",2011,3298,Rail
"Chattanooga, TN-GA",2012,167914,Non-Rail
"Chattanooga, TN-GA",2012,4939,Rail
"Chattanooga, TN-GA",2013,173884,Non-Rail
"Chattanooga, TN-GA",2013,7020,Rail
"Chattanooga, TN-GA",2014,188506,Non-Rail
"Chattanooga, TN-GA",2014,6489,Rail
"Chattanooga, TN-GA",2015,205789,Non-Rail
"Chattanooga, TN-GA",2015,7014,Rail
"Chattanooga, TN-GA",2016,215162,Non-Rail
"Chattanooga, TN-GA",2016,7216,Rail
"Chattanooga, TN-GA",2017,216685,Non-Rail
"Chattanooga, TN-GA",2017,7182,Rail
"Chattanooga, TN-GA",2018,215033,Non-Rail
"Chattanooga, TN-GA",2018,7111,Rail
"Chattanooga, TN-GA",2019,210114,Non-Rail
"Chattanooga, TN-GA",2019,6555,Rail
"Chattanooga, TN-GA",2020,159386,Non-Rail
"Chattanooga, TN-GA",2020,1973,Rail
"Chattanooga, TN-GA",2021,37106,Non-Rail
"Chattanooga, TN-GA",2021,759,Rail
"Cheyenne, WY",2011,31153,Non-Rail
"Chicago, IL-IN",2011,10056234,Non-Rail
"Chicago, IL-IN",2011,5019760,Rail
"Chicago, IL-IN",2012,9944670,Non-Rail
"Chicago, IL-IN",2012,5071226,Rail
"Chicago, IL-IN",2013,10221638,Non-Rail
"Chicago, IL-IN",2013,5310885,Rail
"Chicago, IL-IN",2014,10327824,Non-Rail
"Chicago, IL-IN",2014,5352279,Rail
"Chicago, IL-IN",2015,10525303,Non-Rail
"Chicago, IL-IN",2015,5500734,Rail
"Chicago, IL-IN",2016,10559554,Non-Rail
"Chicago, IL-IN",2016,5551536,Rail
"Chicago, IL-IN",2017,10704377,Non-Rail
"Chicago, IL-IN",2017,5642829,Rail
"Chicago, IL-IN",2018,10553195,Non-Rail
"Chicago, IL-IN",2018,5644212,Rail
"Chicago, IL-IN",2019,10469844,Non-Rail
"Chicago, IL-IN",2019,5700441,Rail
"Chicago, IL-IN",2020,8837207,Non-Rail
"Chicago, IL-IN",2020,4991290,Rail
"Chicago, IL-IN",2021,2105936,Non-Rail
"Chicago, IL-IN",2021,1281456,Rail
"Chico, CA",2011,112111,Non-Rail
"Chico, CA",2012,117883,Non-Rail
"Chico, CA",2013,121044,Non-Rail
"Chico, CA",2014,121222,Non-Rail
"Chico, CA",2015,119859,Non-Rail
"Chico, CA",2016,119263,Non-Rail
"Chico, CA",2017,118326,Non-Rail
"Chico, CA",2018,114807,Non-Rail
"Chico, CA",2019,105877,Non-Rail
"Chico, CA",2020,87015,Non-Rail
"Chico, CA",2021,20761,Non-Rail
"Cincinnati, OH-KY-IN",2011,1130414,Non-Rail
"Cincinnati, OH-KY-IN",2012,1152485,Non-Rail
"Cincinnati, OH-KY-IN",2013,1170462,Non-Rail
"Cincinnati, OH-KY-IN",2014,1212851,Non-Rail
"Cincinnati, OH-KY-IN",2015,1215403,Non-Rail
"Cincinnati, OH-KY-IN",2016,1232924,Non-Rail
"Cincinnati, OH-KY-IN",2016,5035,Rail
"Cincinnati, OH-KY-IN",2017,1233384,Non-Rail
"Cincinnati, OH-KY-IN",2017,15284,Rail
"Cincinnati, OH-KY-IN",2018,1229581,Non-Rail
"Cincinnati, OH-KY-IN",2018,14751,Rail
"Cincinnati, OH-KY-IN",2019,1160627,Non-Rail
"Cincinnati, OH-KY-IN",2019,15293,Rail
"Cincinnati, OH-KY-IN",2020,931030,Non-Rail
"Cincinnati, OH-KY-IN",2020,8495,Rail
"Cincinnati, OH-KY-IN",2021,240069,Non-Rail
"Cincinnati, OH-KY-IN",2021,2296,Rail
"Clarksville, TN-KY",2011,84364,Non-Rail
"Clarksville, TN-KY",2012,84093,Non-Rail
"Clarksville, TN-KY",2013,86628,Non-Rail
"Clarksville, TN-KY",2014,43442,Non-Rail
"Cleveland, OH",2011,1533685,Non-Rail
"Cleveland, OH",2011,119135,Rail
"Cleveland, OH",2012,1614182,Non-Rail
"Cleveland, OH",2012,149304,Rail
"Cleveland, OH",2013,1731748,Non-Rail
"Cleveland, OH",2013,170434,Rail
"Cleveland, OH",2014,1781405,Non-Rail
"Cleveland, OH",2014,185081,Rail
"Cleveland, OH",2015,1832850,Non-Rail
"Cleveland, OH",2015,189449,Rail
"Cleveland, OH",2016,1818061,Non-Rail
"Cleveland, OH",2016,196799,Rail
"Cleveland, OH",2017,1771548,Non-Rail
"Cleveland, OH",2017,190548,Rail
"Cleveland, OH",2018,1741199,Non-Rail
"Cleveland, OH",2018,187388,Rail
"Cleveland, OH",2019,1728668,Non-Rail
"Cleveland, OH",2019,180501,Rail
"Cleveland, OH",2020,1429121,Non-Rail
"Cleveland, OH",2020,168781,Rail
"Cleveland, OH",2021,93261,Non-Rail
"Cleveland, TN",2011,28257,Non-Rail
"Coeur d'Alene, ID",2011,33951,Non-Rail
"College Station-Bryan, TX",2011,149948,Non-Rail
"College Station-Bryan, TX",2012,134535,Non-Rail
"College Station-Bryan, TX",2013,118525,Non-Rail
"College Station-Bryan, TX",2014,119624,Non-Rail
"College Station-Bryan, TX",2015,95410,Non-Rail
"College Station-Bryan, TX",2016,90601,Non-Rail
"College Station-Bryan, TX",2017,83979,Non-Rail
"College Station-Bryan, TX",2018,89995,Non-Rail
"College Station-Bryan, TX",2019,99104,Non-Rail
"College Station-Bryan, TX",2020,92967,Non-Rail
"College Station-Bryan, TX",2021,21580,Non-Rail
"Colorado Springs, CO",2011,263439,Non-Rail
"Colorado Springs, CO",2012,250357,Non-Rail
"Colorado Springs, CO",2013,238545,Non-Rail
"Colorado Springs, CO",2014,248144,Non-Rail
"Colorado Springs, CO",2015,247356,Non-Rail
"Colorado Springs, CO",2016,264178,Non-Rail
"Colorado Springs, CO",2017,277073,Non-Rail
"Colorado Springs, CO",2018,290489,Non-Rail
"Colorado Springs, CO",2019,287521,Non-Rail
"Colorado Springs, CO",2020,233041,Non-Rail
"Colorado Springs, CO",2021,57842,Non-Rail
"Columbia, MO",2011,83787,Non-Rail
"Columbia, MO",2012,86906,Non-Rail
"Columbia, MO",2013,95276,Non-Rail
"Columbia, MO",2014,98518,Non-Rail
"Columbia, MO",2015,102843,Non-Rail
"Columbia, MO",2016,101210,Non-Rail
"Columbia, MO",2017,101515,Non-Rail
"Columbia, MO",2018,93284,Non-Rail
"Columbia, MO",2019,73355,Non-Rail
"Columbia, MO",2020,42113,Non-Rail
"Columbia, MO",2021,8529,Non-Rail
"Columbia, SC",2011,146416,Non-Rail
"Columbia, SC",2012,107437,Non-Rail
"Columbia, SC",2013,109227,Non-Rail
"Columbia, SC",2014,136011,Non-Rail
"Columbia, SC",2015,199153,Non-Rail
"Columbia, SC",2016,214141,Non-Rail
"Columbia, SC",2017,213597,Non-Rail
"Columbia, SC",2018,224727,Non-Rail
"Columbia, SC",2019,255350,Non-Rail
"Columbia, SC",2020,216268,Non-Rail
"Columbia, SC",2021,48988,Non-Rail
"Columbus, GA-AL",2011,80780,Non-Rail
"Columbus, OH",2011,919028,Non-Rail
"Columbus, OH",2012,948310,Non-Rail
"Columbus, OH",2013,1053185,Non-Rail
"Columbus, OH",2014,1090489,Non-Rail
"Columbus, OH",2015,1169565,Non-Rail
"Columbus, OH",2016,1235129,Non-Rail
"Columbus, OH",2017,1297698,Non-Rail
"Columbus, OH",2018,1366598,Non-Rail
"Columbus, OH",2019,1388798,Non-Rail
"Columbus, OH",2020,1025567,Non-Rail
"Columbus, OH",2021,276141,Non-Rail
"Concord, CA",2011,435392,Non-Rail
"Concord, CA",2012,437211,Non-Rail
"Concord, CA",2013,440279,Non-Rail
"Concord, CA",2014,448129,Non-Rail
"Concord, CA",2015,451507,Non-Rail
"Concord, CA",2016,455080,Non-Rail
"Concord, CA",2017,444270,Non-Rail
"Concord, CA",2018,465109,Non-Rail
"Concord, CA",2019,468385,Non-Rail
"Concord, CA",2020,321746,Non-Rail
"Concord, CA",2021,72528,Non-Rail
"Conroe-The Woodlands, TX",2015,36324,Non-Rail
"Conroe-The Woodlands, TX",2016,34807,Non-Rail
"Conroe-The Woodlands, TX",2017,38030,Non-Rail
"Conroe-The Woodlands, TX",2018,43519,Non-Rail
"Conroe-The Woodlands, TX",2019,45237,Non-Rail
"Conroe-The Woodlands, TX",2020,27244,Non-Rail
"Conroe-The Woodlands, TX",2021,6052,Non-Rail
"Corpus Christi, TX",2011,284231,Non-Rail
"Corpus Christi, TX",2012,296339,Non-Rail
"Corpus Christi, TX",2013,296654,Non-Rail
"Corpus Christi, TX",2014,330725,Non-Rail
"Corpus Christi, TX",2015,345673,Non-Rail
"Corpus Christi, TX",2016,359996,Non-Rail
"Corpus Christi, TX",2017,347994,Non-Rail
"Corpus Christi, TX",2018,355786,Non-Rail
"Corpus Christi, TX",2019,362916,Non-Rail
"Corpus Christi, TX",2020,294841,Non-Rail
"Corpus Christi, TX",2021,65287,Non-Rail
"Corvallis, OR",2011,28398,Non-Rail
"Corvallis, OR",2012,28922,Non-Rail
"Corvallis, OR",2013,29292,Non-Rail
"Corvallis, OR",2014,28893,Non-Rail
"Corvallis, OR",2015,29296,Non-Rail
"Corvallis, OR",2016,29353,Non-Rail
"Corvallis, OR",2017,29299,Non-Rail
"Corvallis, OR",2018,14954,Non-Rail
"Cumberland, MD-WV-PA",2011,27665,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2011,3328274,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2011,420692,Rail
"Dallas-Fort Worth-Arlington, TX",2012,3366350,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2012,454646,Rail
"Dallas-Fort Worth-Arlington, TX",2013,3469135,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2013,508413,Rail
"Dallas-Fort Worth-Arlington, TX",2014,3445213,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2014,518779,Rail
"Dallas-Fort Worth-Arlington, TX",2015,3453145,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2015,539264,Rail
"Dallas-Fort Worth-Arlington, TX",2016,3492621,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2016,552678,Rail
"Dallas-Fort Worth-Arlington, TX",2017,3534177,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2017,582064,Rail
"Dallas-Fort Worth-Arlington, TX",2018,3710040,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2018,567271,Rail
"Dallas-Fort Worth-Arlington, TX",2019,3895952,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2019,706077,Rail
"Dallas-Fort Worth-Arlington, TX",2020,3184250,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2020,670750,Rail
"Dallas-Fort Worth-Arlington, TX",2021,756814,Non-Rail
"Dallas-Fort Worth-Arlington, TX",2021,158134,Rail
"Danbury, CT-NY",2011,92185,Non-Rail
"Danbury, CT-NY",2012,89054,Non-Rail
"Danbury, CT-NY",2013,88723,Non-Rail
"Danbury, CT-NY",2014,89786,Non-Rail
"Danbury, CT-NY",2015,89687,Non-Rail
"Danbury, CT-NY",2016,89719,Non-Rail
"Danbury, CT-NY",2017,88552,Non-Rail
"Danbury, CT-NY",2018,89305,Non-Rail
"Danbury, CT-NY",2019,92070,Non-Rail
"Danbury, CT-NY",2020,85413,Non-Rail
"Danbury, CT-NY",2021,19582,Non-Rail
"Danville, IL-IN",2011,32167,Non-Rail
"Danville, IL-IN",2012,29310,Non-Rail
"Danville, IL-IN",2013,13717,Non-Rail
"Daphne-Fairhope, AL",2015,5726,Non-Rail
"Daphne-Fairhope, AL",2016,32856,Non-Rail
"Daphne-Fairhope, AL",2017,37385,Non-Rail
"Daphne-Fairhope, AL",2018,36863,Non-Rail
"Daphne-Fairhope, AL",2019,26041,Non-Rail
"Daphne-Fairhope, AL",2020,22352,Non-Rail
"Daphne-Fairhope, AL",2021,7809,Non-Rail
"Davenport, IA-IL",2011,274968,Non-Rail
"Davenport, IA-IL",2012,286021,Non-Rail
"Davenport, IA-IL",2013,216126,Non-Rail
"Davenport, IA-IL",2014,212902,Non-Rail
"Davenport, IA-IL",2015,214891,Non-Rail
"Davenport, IA-IL",2016,221730,Non-Rail
"Davenport, IA-IL",2017,231515,Non-Rail
"Davenport, IA-IL",2018,229686,Non-Rail
"Davenport, IA-IL",2019,229701,Non-Rail
"Davenport, IA-IL",2020,199244,Non-Rail
"Davenport, IA-IL",2021,49625,Non-Rail
"Davis, CA",2011,78669,Non-Rail
"Davis, CA",2012,79701,Non-Rail
"Davis, CA",2013,82542,Non-Rail
"Davis, CA",2014,83418,Non-Rail
"Davis, CA",2015,86161,Non-Rail
"Davis, CA",2016,83228,Non-Rail
"Davis, CA",2017,78467,Non-Rail
"Davis, CA",2018,76982,Non-Rail
"Davis, CA",2019,77920,Non-Rail
"Davis, CA",2020,52409,Non-Rail
"Davis, CA",2021,14495,Non-Rail
"Dayton, OH",2011,636959,Non-Rail
"Dayton, OH",2012,620740,Non-Rail
"Dayton, OH",2013,604056,Non-Rail
"Dayton, OH",2014,614122,Non-Rail
"Dayton, OH",2015,627264,Non-Rail
"Dayton, OH",2016,650890,Non-Rail
"Dayton, OH",2017,655836,Non-Rail
"Dayton, OH",2018,666998,Non-Rail
"Dayton, OH",2019,656346,Non-Rail
"Dayton, OH",2020,597887,Non-Rail
"Dayton, OH",2021,147495,Non-Rail
"Decatur, AL",2011,39860,Non-Rail
"Decatur, AL",2016,10249,Non-Rail
"Decatur, AL",2017,36600,Non-Rail
"Decatur, AL",2018,36498,Non-Rail
"Decatur, AL",2019,31465,Non-Rail
"Decatur, AL",2020,17635,Non-Rail
"Decatur, AL",2021,2588,Non-Rail
"Decatur, IL",2011,80647,Non-Rail
"Decatur, IL",2012,82066,Non-Rail
"Decatur, IL",2013,83856,Non-Rail
"Decatur, IL",2014,82714,Non-Rail
"Decatur, IL",2015,81436,Non-Rail
"Decatur, IL",2016,79483,Non-Rail
"Decatur, IL",2017,79477,Non-Rail
"Decatur, IL",2018,77917,Non-Rail
"Decatur, IL",2019,76673,Non-Rail
"Decatur, IL",2020,75545,Non-Rail
"Decatur, IL",2021,18617,Non-Rail
"DeKalb, IL",2011,51250,Non-Rail
"DeKalb, IL",2012,28724,Non-Rail
"DeKalb, IL",2019,56297,Non-Rail
"DeKalb, IL",2020,50165,Non-Rail
"DeKalb, IL",2021,20407,Non-Rail
"Denton-Lewisville, TX",2011,148971,Non-Rail
"Denton-Lewisville, TX",2011,10594,Rail
"Denton-Lewisville, TX",2012,114558,Non-Rail
"Denton-Lewisville, TX",2012,20786,Rail
"Denton-Lewisville, TX",2013,124946,Non-Rail
"Denton-Lewisville, TX",2013,22272,Rail
"Denton-Lewisville, TX",2014,135401,Non-Rail
"Denton-Lewisville, TX",2014,25263,Rail
"Denton-Lewisville, TX",2015,149571,Non-Rail
"Denton-Lewisville, TX",2015,26885,Rail
"Denton-Lewisville, TX",2016,171734,Non-Rail
"Denton-Lewisville, TX",2016,26171,Rail
"Denton-Lewisville, TX",2017,174026,Non-Rail
"Denton-Lewisville, TX",2017,17415,Rail
"Denton-Lewisville, TX",2018,178987,Non-Rail
"Denton-Lewisville, TX",2018,16481,Rail
"Denton-Lewisville, TX",2019,186904,Non-Rail
"Denton-Lewisville, TX",2019,29748,Rail
"Denton-Lewisville, TX",2020,133710,Non-Rail
"Denton-Lewisville, TX",2020,23239,Rail
"Denton-Lewisville, TX",2021,34533,Non-Rail
"Denton-Lewisville, TX",2021,5165,Rail
"Denver-Aurora, CO",2011,3351847,Non-Rail
"Denver-Aurora, CO",2011,397504,Rail
"Denver-Aurora, CO",2012,3361687,Non-Rail
"Denver-Aurora, CO",2012,449030,Rail
"Denver-Aurora, CO",2013,3315863,Non-Rail
"Denver-Aurora, CO",2013,568325,Rail
"Denver-Aurora, CO",2014,3411104,Non-Rail
"Denver-Aurora, CO",2014,651279,Rail
"Denver-Aurora, CO",2015,3527052,Non-Rail
"Denver-Aurora, CO",2015,628459,Rail
"Denver-Aurora, CO",2016,3570750,Non-Rail
"Denver-Aurora, CO",2016,749686,Rail
"Denver-Aurora, CO",2017,3581260,Non-Rail
"Denver-Aurora, CO",2017,864984,Rail
"Denver-Aurora, CO",2018,3638069,Non-Rail
"Denver-Aurora, CO",2018,790950,Rail
"Denver-Aurora, CO",2019,3603690,Non-Rail
"Denver-Aurora, CO",2019,955404,Rail
"Denver-Aurora, CO",2020,2628269,Non-Rail
"Denver-Aurora, CO",2020,780332,Rail
"Denver-Aurora, CO",2021,589517,Non-Rail
"Denver-Aurora, CO",2021,205329,Rail
"Des Moines, IA",2011,272123,Non-Rail
"Des Moines, IA",2012,289001,Non-Rail
"Des Moines, IA",2013,295217,Non-Rail
"Des Moines, IA",2014,307350,Non-Rail
"Des Moines, IA",2015,304541,Non-Rail
"Des Moines, IA",2016,301496,Non-Rail
"Des Moines, IA",2017,303218,Non-Rail
"Des Moines, IA",2018,313335,Non-Rail
"Des Moines, IA",2019,316627,Non-Rail
"Des Moines, IA",2020,252445,Non-Rail
"Des Moines, IA",2021,64492,Non-Rail
"Detroit, MI",2011,2710473,Non-Rail
"Detroit, MI",2012,2399911,Non-Rail
"Detroit, MI",2012,51354,Rail
"Detroit, MI",2013,2377652,Non-Rail
"Detroit, MI",2013,48202,Rail
"Detroit, MI",2014,2438261,Non-Rail
"Detroit, MI",2014,48609,Rail
"Detroit, MI",2015,2494521,Non-Rail
"Detroit, MI",2015,45284,Rail
"Detroit, MI",2016,2302945,Non-Rail
"Detroit, MI",2016,45082,Rail
"Detroit, MI",2017,1985689,Non-Rail
"Detroit, MI",2017,65218,Rail
"Detroit, MI",2018,2111288,Non-Rail
"Detroit, MI",2018,74119,Rail
"Detroit, MI",2019,2148360,Non-Rail
"Detroit, MI",2019,66029,Rail
"Detroit, MI",2020,1623189,Non-Rail
"Detroit, MI",2020,12883,Rail
"Detroit, MI",2021,324083,Non-Rail
"Dothan, AL",2011,103297,Non-Rail
"Dothan, AL",2012,78528,Non-Rail
"Dothan, AL",2013,83413,Non-Rail
"Dothan, AL",2014,81393,Non-Rail
"Dothan, AL",2015,77443,Non-Rail
"Dothan, AL",2016,67356,Non-Rail
"Dothan, AL",2017,50800,Non-Rail
"Dover-Rochester, NH-ME",2011,72459,Non-Rail
"Dover-Rochester, NH-ME",2012,83190,Non-Rail
"Dover-Rochester, NH-ME",2013,79182,Non-Rail
"Dover-Rochester, NH-ME",2014,50456,Non-Rail
"Dover-Rochester, NH-ME",2015,89149,Non-Rail
"Dover-Rochester, NH-ME",2016,72890,Non-Rail
"Dover-Rochester, NH-ME",2017,55726,Non-Rail
"Dover-Rochester, NH-ME",2018,53209,Non-Rail
"Dover-Rochester, NH-ME",2019,53095,Non-Rail
"Dover-Rochester, NH-ME",2020,46337,Non-Rail
"Dover-Rochester, NH-ME",2021,13791,Non-Rail
"Dubuque, IA-IL",2011,46444,Non-Rail
"Duluth, MN-WI",2011,150436,Non-Rail
"Duluth, MN-WI",2012,151885,Non-Rail
"Duluth, MN-WI",2013,150061,Non-Rail
"Duluth, MN-WI",2014,148710,Non-Rail
"Duluth, MN-WI",2015,154015,Non-Rail
"Duluth, MN-WI",2016,162439,Non-Rail
"Duluth, MN-WI",2017,171553,Non-Rail
"Duluth, MN-WI",2018,187289,Non-Rail
"Duluth, MN-WI",2019,179909,Non-Rail
"Duluth, MN-WI",2020,150198,Non-Rail
"Duluth, MN-WI",2021,40583,Non-Rail
"Durham, NC",2011,597540,Non-Rail
"Durham, NC",2012,610292,Non-Rail
"Durham, NC",2013,611099,Non-Rail
"Durham, NC",2014,626221,Non-Rail
"Durham, NC",2015,659093,Non-Rail
"Durham, NC",2016,667360,Non-Rail
"Durham, NC",2017,681739,Non-Rail
"Durham, NC",2018,679075,Non-Rail
"Durham, NC",2019,681544,Non-Rail
"Durham, NC",2020,523951,Non-Rail
"Durham, NC",2021,136462,Non-Rail
"East Stroudsburg, PA-NJ",2013,30602,Non-Rail
"East Stroudsburg, PA-NJ",2014,61151,Non-Rail
"East Stroudsburg, PA-NJ",2015,63860,Non-Rail
"East Stroudsburg, PA-NJ",2016,69422,Non-Rail
"East Stroudsburg, PA-NJ",2017,75332,Non-Rail
"East Stroudsburg, PA-NJ",2018,76129,Non-Rail
"East Stroudsburg, PA-NJ",2019,72933,Non-Rail
"East Stroudsburg, PA-NJ",2020,47664,Non-Rail
"East Stroudsburg, PA-NJ",2021,10828,Non-Rail
"Eau Claire, WI",2011,82848,Non-Rail
"Eau Claire, WI",2012,89860,Non-Rail
"Eau Claire, WI",2013,88391,Non-Rail
"Eau Claire, WI",2014,82697,Non-Rail
"Eau Claire, WI",2015,85314,Non-Rail
"Eau Claire, WI",2016,81737,Non-Rail
"Eau Claire, WI",2017,76447,Non-Rail
"Eau Claire, WI",2018,73704,Non-Rail
"Eau Claire, WI",2019,67055,Non-Rail
"Eau Claire, WI",2020,57349,Non-Rail
"Eau Claire, WI",2021,14119,Non-Rail
"El Centro-Calexico, CA",2011,45922,Non-Rail
"El Centro-Calexico, CA",2012,45620,Non-Rail
"El Centro-Calexico, CA",2013,47909,Non-Rail
"El Centro-Calexico, CA",2014,57175,Non-Rail
"El Centro-Calexico, CA",2015,57603,Non-Rail
"El Centro-Calexico, CA",2016,58870,Non-Rail
"El Centro-Calexico, CA",2017,61013,Non-Rail
"El Centro-Calexico, CA",2018,61438,Non-Rail
"El Centro-Calexico, CA",2019,61112,Non-Rail
"El Centro-Calexico, CA",2020,38123,Non-Rail
"El Centro-Calexico, CA",2021,7537,Non-Rail
"El Paso, TX-NM",2011,678253,Non-Rail
"El Paso, TX-NM",2012,751039,Non-Rail
"El Paso, TX-NM",2013,743438,Non-Rail
"El Paso, TX-NM",2014,747898,Non-Rail
"El Paso, TX-NM",2015,739422,Non-Rail
"El Paso, TX-NM",2016,754288,Non-Rail
"El Paso, TX-NM",2017,733526,Non-Rail
"El Paso, TX-NM",2018,681718,Non-Rail
"El Paso, TX-NM",2018,2204,Rail
"El Paso, TX-NM",2019,652865,Non-Rail
"El Paso, TX-NM",2019,13659,Rail
"El Paso, TX-NM",2020,464409,Non-Rail
"El Paso, TX-NM",2020,3323,Rail
"El Paso, TX-NM",2021,114804,Non-Rail
"Elizabethtown-Radcliff, KY",2011,119115,Non-Rail
"Elizabethtown-Radcliff, KY",2012,101988,Non-Rail
"Elizabethtown-Radcliff, KY",2013,71606,Non-Rail
"Elizabethtown-Radcliff, KY",2014,86336,Non-Rail
"Elizabethtown-Radcliff, KY",2015,72640,Non-Rail
"Elizabethtown-Radcliff, KY",2016,71365,Non-Rail
"Elizabethtown-Radcliff, KY",2017,81352,Non-Rail
"Elizabethtown-Radcliff, KY",2018,103264,Non-Rail
"Elizabethtown-Radcliff, KY",2019,98894,Non-Rail
"Elizabethtown-Radcliff, KY",2020,62762,Non-Rail
"Elizabethtown-Radcliff, KY",2021,14198,Non-Rail
"Elkhart, IN-MI",2011,50418,Non-Rail
"Elkhart, IN-MI",2012,50118,Non-Rail
"Elkhart, IN-MI",2013,41738,Non-Rail
"Elkhart, IN-MI",2014,43314,Non-Rail
"Elkhart, IN-MI",2015,45674,Non-Rail
"Elkhart, IN-MI",2016,48721,Non-Rail
"Elkhart, IN-MI",2017,49214,Non-Rail
"Elkhart, IN-MI",2018,54422,Non-Rail
"Elkhart, IN-MI",2019,59916,Non-Rail
"Elkhart, IN-MI",2020,44193,Non-Rail
"Elkhart, IN-MI",2021,11194,Non-Rail
"Elmira, NY",2011,51836,Non-Rail
"Erie, PA",2011,235488,Non-Rail
"Erie, PA",2012,250786,Non-Rail
"Erie, PA",2013,247680,Non-Rail
"Erie, PA",2014,245373,Non-Rail
"Erie, PA",2015,235664,Non-Rail
"Erie, PA",2016,230427,Non-Rail
"Erie, PA",2017,228839,Non-Rail
"Erie, PA",2018,225137,Non-Rail
"Erie, PA",2019,222888,Non-Rail
"Erie, PA",2020,140634,Non-Rail
"Erie, PA",2021,32179,Non-Rail
"Eugene, OR",2011,395683,Non-Rail
"Eugene, OR",2012,404091,Non-Rail
"Eugene, OR",2013,414959,Non-Rail
"Eugene, OR",2014,457797,Non-Rail
"Eugene, OR",2015,497168,Non-Rail
"Eugene, OR",2016,513464,Non-Rail
"Eugene, OR",2017,536364,Non-Rail
"Eugene, OR",2018,532916,Non-Rail
"Eugene, OR",2019,530425,Non-Rail
"Eugene, OR",2020,318867,Non-Rail
"Eugene, OR",2021,74606,Non-Rail
"Evansville, IN-KY",2011,109631,Non-Rail
"Evansville, IN-KY",2012,114925,Non-Rail
"Evansville, IN-KY",2013,113544,Non-Rail
"Evansville, IN-KY",2014,120643,Non-Rail
"Evansville, IN-KY",2015,121626,Non-Rail
"Evansville, IN-KY",2016,122561,Non-Rail
"Evansville, IN-KY",2017,118658,Non-Rail
"Evansville, IN-KY",2018,121257,Non-Rail
"Evansville, IN-KY",2019,122020,Non-Rail
"Evansville, IN-KY",2020,95917,Non-Rail
"Evansville, IN-KY",2021,23677,Non-Rail
"Fairbanks, AK",2011,36035,Non-Rail
"Fairbanks, AK",2012,37712,Non-Rail
"Fairfield, CA",2011,95537,Non-Rail
"Fairfield, CA",2012,93734,Non-Rail
"Fairfield, CA",2013,92481,Non-Rail
"Fairfield, CA",2014,93070,Non-Rail
"Fairfield, CA",2015,94144,Non-Rail
"Fairfield, CA",2016,97636,Non-Rail
"Fairfield, CA",2017,98100,Non-Rail
"Fairfield, CA",2018,97757,Non-Rail
"Fairfield, CA",2019,96565,Non-Rail
