UZAName,Year,Average of VOMS,Category
"Sioux Falls, SD",2021,14.00,Non-Rail
"South Bend, IN-MI",2011,26.13,Non-Rail
"South Bend, IN-MI",2012,23.83,Non-Rail
"South Bend, IN-MI",2013,22.96,Non-Rail
"South Bend, IN-MI",2014,23.13,Non-Rail
"South Bend, IN-MI",2015,23.17,Non-Rail
"South Bend, IN-MI",2016,22.54,Non-Rail
"South Bend, IN-MI",2017,22.83,Non-Rail
"South Bend, IN-MI",2018,23.79,Non-Rail
"South Bend, IN-MI",2019,26.04,Non-Rail
"South Bend, IN-MI",2020,22.83,Non-Rail
"South Bend, IN-MI",2021,25.50,Non-Rail
"South Lyon-Howell, MI",2011,20.00,Non-Rail
"South Lyon-Howell, MI",2012,20.25,Non-Rail
"Spartanburg, SC",2011,27.63,Non-Rail
"Spartanburg, SC",2012,31.67,Non-Rail
"Spartanburg, SC",2013,31.08,Non-Rail
"Spartanburg, SC",2014,34.33,Non-Rail
"Spartanburg, SC",2015,38.75,Non-Rail
"Spartanburg, SC",2016,40.08,Non-Rail
"Spartanburg, SC",2017,36.58,Non-Rail
"Spartanburg, SC",2018,34.83,Non-Rail
"Spartanburg, SC",2019,30.50,Non-Rail
"Spartanburg, SC",2020,27.17,Non-Rail
"Spartanburg, SC",2021,26.00,Non-Rail
"Spokane, WA",2011,77.19,Non-Rail
"Spokane, WA",2012,75.73,Non-Rail
"Spokane, WA",2013,75.13,Non-Rail
"Spokane, WA",2014,74.94,Non-Rail
"Spokane, WA",2015,74.54,Non-Rail
"Spokane, WA",2016,73.92,Non-Rail
"Spokane, WA",2017,72.38,Non-Rail
"Spokane, WA",2018,72.08,Non-Rail
"Spokane, WA",2019,72.69,Non-Rail
"Spokane, WA",2020,69.25,Non-Rail
"Spokane, WA",2021,65.75,Non-Rail
"Spring Hill, FL",2011,5.25,Non-Rail
"Springfield, IL",2011,29.00,Non-Rail
"Springfield, IL",2012,29.00,Non-Rail
"Springfield, IL",2013,29.00,Non-Rail
"Springfield, IL",2014,30.00,Non-Rail
"Springfield, IL",2015,30.00,Non-Rail
"Springfield, IL",2016,29.50,Non-Rail
"Springfield, IL",2017,29.50,Non-Rail
"Springfield, IL",2018,31.42,Non-Rail
"Springfield, IL",2019,33.50,Non-Rail
"Springfield, IL",2020,32.50,Non-Rail
"Springfield, IL",2021,31.50,Non-Rail
"Springfield, MA-CT",2011,117.71,Non-Rail
"Springfield, MA-CT",2012,118.54,Non-Rail
"Springfield, MA-CT",2013,120.92,Non-Rail
"Springfield, MA-CT",2014,119.08,Non-Rail
"Springfield, MA-CT",2015,120.29,Non-Rail
"Springfield, MA-CT",2016,123.83,Non-Rail
"Springfield, MA-CT",2017,119.17,Non-Rail
"Springfield, MA-CT",2018,119.00,Non-Rail
"Springfield, MA-CT",2019,121.25,Non-Rail
"Springfield, MA-CT",2020,90.21,Non-Rail
"Springfield, MA-CT",2021,77.00,Non-Rail
"Springfield, MO",2011,12.00,Non-Rail
"Springfield, MO",2012,12.00,Non-Rail
"Springfield, MO",2013,12.38,Non-Rail
"Springfield, MO",2014,12.25,Non-Rail
"Springfield, MO",2015,12.00,Non-Rail
"Springfield, MO",2016,11.33,Non-Rail
"Springfield, MO",2017,11.00,Non-Rail
"Springfield, MO",2018,11.00,Non-Rail
"Springfield, MO",2019,11.00,Non-Rail
"Springfield, MO",2020,10.67,Non-Rail
"Springfield, MO",2021,11.00,Non-Rail
"Springfield, OH",2011,5.25,Non-Rail
"St. Augustine, FL",2011,6.13,Non-Rail
"St. Augustine, FL",2012,6.50,Non-Rail
"St. Cloud, MN",2011,23.50,Non-Rail
"St. Cloud, MN",2012,15.83,Non-Rail
"St. Cloud, MN",2013,16.39,Non-Rail
"St. Cloud, MN",2014,16.58,Non-Rail
"St. Cloud, MN",2015,16.72,Non-Rail
"St. Cloud, MN",2016,17.00,Non-Rail
"St. Cloud, MN",2017,17.53,Non-Rail
"St. Cloud, MN",2018,17.72,Non-Rail
"St. Cloud, MN",2019,17.94,Non-Rail
"St. Cloud, MN",2020,14.64,Non-Rail
"St. Cloud, MN",2021,13.22,Non-Rail
"St. Joseph, MO-KS",2011,17.00,Non-Rail
"St. Louis, MO-IL",2011,117.32,Non-Rail
"St. Louis, MO-IL",2011,54.00,Rail
"St. Louis, MO-IL",2012,116.67,Non-Rail
"St. Louis, MO-IL",2012,58.00,Rail
"St. Louis, MO-IL",2013,114.28,Non-Rail
"St. Louis, MO-IL",2013,55.67,Rail
"St. Louis, MO-IL",2014,113.18,Non-Rail
"St. Louis, MO-IL",2014,56.67,Rail
"St. Louis, MO-IL",2015,111.62,Non-Rail
"St. Louis, MO-IL",2015,56.00,Rail
"St. Louis, MO-IL",2016,110.93,Non-Rail
"St. Louis, MO-IL",2016,58.00,Rail
"St. Louis, MO-IL",2017,112.77,Non-Rail
"St. Louis, MO-IL",2017,58.00,Rail
"St. Louis, MO-IL",2018,114.15,Non-Rail
"St. Louis, MO-IL",2018,54.00,Rail
"St. Louis, MO-IL",2019,112.82,Non-Rail
"St. Louis, MO-IL",2019,50.00,Rail
"St. Louis, MO-IL",2020,99.05,Non-Rail
"St. Louis, MO-IL",2020,39.67,Rail
"St. Louis, MO-IL",2021,102.47,Non-Rail
"St. Louis, MO-IL",2021,42.00,Rail
"State College, PA",2011,25.50,Non-Rail
"State College, PA",2012,28.81,Non-Rail
"State College, PA",2013,32.08,Non-Rail
"State College, PA",2014,35.75,Non-Rail
"State College, PA",2015,35.53,Non-Rail
"State College, PA",2016,34.92,Non-Rail
"State College, PA",2017,33.78,Non-Rail
"State College, PA",2018,34.33,Non-Rail
"State College, PA",2019,34.36,Non-Rail
"State College, PA",2020,24.50,Non-Rail
"State College, PA",2021,16.11,Non-Rail
"Stockton, CA",2011,37.19,Non-Rail
"Stockton, CA",2011,18.00,Rail
"Stockton, CA",2012,26.75,Non-Rail
"Stockton, CA",2012,18.92,Rail
"Stockton, CA",2013,21.00,Non-Rail
"Stockton, CA",2013,22.83,Rail
"Stockton, CA",2014,20.30,Non-Rail
"Stockton, CA",2014,22.08,Rail
"Stockton, CA",2015,20.81,Non-Rail
"Stockton, CA",2015,24.33,Rail
"Stockton, CA",2016,23.69,Non-Rail
"Stockton, CA",2016,24.83,Rail
"Stockton, CA",2017,24.50,Non-Rail
"Stockton, CA",2017,28.67,Rail
"Stockton, CA",2018,28.60,Non-Rail
"Stockton, CA",2018,29.67,Rail
"Stockton, CA",2019,33.50,Non-Rail
"Stockton, CA",2019,30.83,Rail
"Stockton, CA",2020,35.78,Non-Rail
"Stockton, CA",2020,20.17,Rail
"Stockton, CA",2021,50.61,Non-Rail
"Stockton, CA",2021,12.00,Rail
"Sumter, SC",2011,32.50,Non-Rail
"Sumter, SC",2012,18.00,Non-Rail
"Sumter, SC",2013,16.50,Non-Rail
"Sumter, SC",2014,14.33,Non-Rail
"Sumter, SC",2015,14.33,Non-Rail
"Sumter, SC",2016,15.17,Non-Rail
"Sumter, SC",2017,15.56,Non-Rail
"Sumter, SC",2018,14.67,Non-Rail
"Sumter, SC",2019,15.50,Non-Rail
"Sumter, SC",2020,18.03,Non-Rail
"Sumter, SC",2021,16.00,Non-Rail
"Syracuse, NY",2011,29.92,Non-Rail
"Syracuse, NY",2012,28.92,Non-Rail
"Syracuse, NY",2013,28.97,Non-Rail
"Syracuse, NY",2014,29.10,Non-Rail
"Syracuse, NY",2015,50.09,Non-Rail
"Syracuse, NY",2016,66.17,Non-Rail
"Syracuse, NY",2017,68.36,Non-Rail
"Syracuse, NY",2018,70.33,Non-Rail
"Syracuse, NY",2019,70.83,Non-Rail
"Syracuse, NY",2020,60.97,Non-Rail
"Syracuse, NY",2021,64.56,Non-Rail
"Tallahassee, FL",2011,35.50,Non-Rail
"Tallahassee, FL",2012,34.50,Non-Rail
"Tallahassee, FL",2013,36.50,Non-Rail
"Tallahassee, FL",2014,37.88,Non-Rail
"Tallahassee, FL",2015,42.25,Non-Rail
"Tallahassee, FL",2016,43.13,Non-Rail
"Tallahassee, FL",2017,34.40,Non-Rail
"Tallahassee, FL",2018,21.67,Non-Rail
"Tallahassee, FL",2019,25.15,Non-Rail
"Tallahassee, FL",2020,21.68,Non-Rail
"Tallahassee, FL",2021,20.00,Non-Rail
"Tampa-St. Petersburg, FL",2011,54.52,Non-Rail
"Tampa-St. Petersburg, FL",2011,3.75,Rail
"Tampa-St. Petersburg, FL",2012,58.19,Non-Rail
"Tampa-St. Petersburg, FL",2012,3.00,Rail
"Tampa-St. Petersburg, FL",2013,56.42,Non-Rail
"Tampa-St. Petersburg, FL",2013,3.00,Rail
"Tampa-St. Petersburg, FL",2014,57.45,Non-Rail
"Tampa-St. Petersburg, FL",2014,3.00,Rail
"Tampa-St. Petersburg, FL",2015,54.72,Non-Rail
"Tampa-St. Petersburg, FL",2015,3.00,Rail
"Tampa-St. Petersburg, FL",2016,49.90,Non-Rail
"Tampa-St. Petersburg, FL",2016,3.00,Rail
"Tampa-St. Petersburg, FL",2017,55.80,Non-Rail
"Tampa-St. Petersburg, FL",2017,3.00,Rail
"Tampa-St. Petersburg, FL",2018,63.48,Non-Rail
"Tampa-St. Petersburg, FL",2018,3.25,Rail
"Tampa-St. Petersburg, FL",2019,73.02,Non-Rail
"Tampa-St. Petersburg, FL",2019,4.00,Rail
"Tampa-St. Petersburg, FL",2020,71.54,Non-Rail
"Tampa-St. Petersburg, FL",2020,4.00,Rail
"Tampa-St. Petersburg, FL",2021,71.87,Non-Rail
"Tampa-St. Petersburg, FL",2021,4.00,Rail
"Terre Haute, IN",2011,6.00,Non-Rail
"Terre Haute, IN",2012,6.00,Non-Rail
"Terre Haute, IN",2013,6.00,Non-Rail
"Terre Haute, IN",2014,5.50,Non-Rail
"Terre Haute, IN",2015,5.00,Non-Rail
"Terre Haute, IN",2016,5.50,Non-Rail
"Terre Haute, IN",2017,5.50,Non-Rail
"Terre Haute, IN",2018,5.50,Non-Rail
"Terre Haute, IN",2019,5.50,Non-Rail
"Terre Haute, IN",2020,5.00,Non-Rail
"Terre Haute, IN",2021,5.00,Non-Rail
"Texas City, TX",2011,12.56,Non-Rail
"Texas City, TX",2012,10.81,Non-Rail
"Texas City, TX",2013,10.33,Non-Rail
"Texas City, TX",2014,9.36,Non-Rail
"Texas City, TX",2015,9.64,Non-Rail
"Texas City, TX",2016,9.33,Non-Rail
"Texas City, TX",2017,9.25,Non-Rail
"Texas City, TX",2018,8.00,Non-Rail
"Thousand Oaks, CA",2011,10.00,Non-Rail
"Thousand Oaks, CA",2012,9.92,Non-Rail
"Toledo, OH-MI",2011,72.83,Non-Rail
"Toledo, OH-MI",2012,72.04,Non-Rail
"Toledo, OH-MI",2013,65.92,Non-Rail
"Toledo, OH-MI",2014,67.63,Non-Rail
"Toledo, OH-MI",2015,51.29,Non-Rail
"Toledo, OH-MI",2016,81.33,Non-Rail
"Toledo, OH-MI",2017,65.31,Non-Rail
"Toledo, OH-MI",2018,66.42,Non-Rail
"Toledo, OH-MI",2019,60.44,Non-Rail
"Toledo, OH-MI",2020,41.97,Non-Rail
"Toledo, OH-MI",2021,58.89,Non-Rail
"Topeka, KS",2011,16.19,Non-Rail
"Topeka, KS",2012,13.56,Non-Rail
"Topeka, KS",2013,12.67,Non-Rail
"Topeka, KS",2014,13.03,Non-Rail
"Topeka, KS",2015,12.14,Non-Rail
"Topeka, KS",2016,12.06,Non-Rail
"Topeka, KS",2017,11.33,Non-Rail
"Topeka, KS",2018,11.33,Non-Rail
"Topeka, KS",2019,11.53,Non-Rail
"Topeka, KS",2020,10.81,Non-Rail
"Topeka, KS",2021,11.00,Non-Rail
"Tucson, AZ",2011,106.56,Non-Rail
"Tucson, AZ",2012,113.72,Non-Rail
"Tucson, AZ",2013,116.33,Non-Rail
"Tucson, AZ",2014,118.14,Non-Rail
"Tucson, AZ",2014,6.00,Rail
"Tucson, AZ",2015,119.22,Non-Rail
"Tucson, AZ",2015,6.00,Rail
"Tucson, AZ",2016,116.58,Non-Rail
"Tucson, AZ",2016,6.00,Rail
"Tucson, AZ",2017,116.14,Non-Rail
"Tucson, AZ",2017,6.00,Rail
"Tucson, AZ",2018,113.69,Non-Rail
"Tucson, AZ",2018,6.00,Rail
"Tucson, AZ",2019,110.31,Non-Rail
"Tucson, AZ",2019,6.00,Rail
"Tucson, AZ",2020,92.83,Non-Rail
"Tucson, AZ",2020,6.00,Rail
"Tucson, AZ",2021,85.44,Non-Rail
"Tucson, AZ",2021,6.00,Rail
"Tulsa, OK",2011,21.67,Non-Rail
"Tulsa, OK",2012,29.31,Non-Rail
"Tulsa, OK",2013,31.44,Non-Rail
"Tulsa, OK",2014,31.72,Non-Rail
"Tulsa, OK",2015,30.75,Non-Rail
"Tulsa, OK",2016,31.00,Non-Rail
"Tulsa, OK",2017,30.78,Non-Rail
"Tulsa, OK",2018,30.50,Non-Rail
"Tulsa, OK",2019,30.58,Non-Rail
"Tulsa, OK",2020,28.61,Non-Rail
"Tulsa, OK",2021,26.67,Non-Rail
"Turlock, CA",2011,4.00,Non-Rail
"Turlock, CA",2012,4.00,Non-Rail
"Turlock, CA",2013,4.00,Non-Rail
"Turlock, CA",2014,4.00,Non-Rail
"Turlock, CA",2015,4.00,Non-Rail
"Turlock, CA",2016,4.00,Non-Rail
"Turlock, CA",2017,5.00,Non-Rail
"Turlock, CA",2018,5.00,Non-Rail
"Turlock, CA",2019,5.00,Non-Rail
"Turlock, CA",2020,4.00,Non-Rail
"Turlock, CA",2021,4.00,Non-Rail
"Tuscaloosa, AL",2011,6.00,Non-Rail
"Uniontown-Connellsville, PA",2011,7.75,Non-Rail
"Uniontown-Connellsville, PA",2012,6.50,Non-Rail
"Uniontown-Connellsville, PA",2013,7.33,Non-Rail
"Uniontown-Connellsville, PA",2014,6.75,Non-Rail
"Uniontown-Connellsville, PA",2015,7.06,Non-Rail
"Uniontown-Connellsville, PA",2016,6.85,Non-Rail
"Uniontown-Connellsville, PA",2017,7.13,Non-Rail
"Uniontown-Connellsville, PA",2018,7.30,Non-Rail
"Uniontown-Connellsville, PA",2019,9.83,Non-Rail
"Uniontown-Connellsville, PA",2020,10.50,Non-Rail
"Uniontown-Connellsville, PA",2021,12.33,Non-Rail
"Urban Honolulu, HI",2011,239.04,Non-Rail
"Urban Honolulu, HI",2012,224.84,Non-Rail
"Urban Honolulu, HI",2013,224.67,Non-Rail
"Urban Honolulu, HI",2014,238.14,Non-Rail
"Urban Honolulu, HI",2015,255.44,Non-Rail
"Urban Honolulu, HI",2016,263.75,Non-Rail
"Urban Honolulu, HI",2017,220.23,Non-Rail
"Urban Honolulu, HI",2018,202.48,Non-Rail
"Urban Honolulu, HI",2019,208.58,Non-Rail
"Urban Honolulu, HI",2020,177.44,Non-Rail
"Urban Honolulu, HI",2021,175.92,Non-Rail
"Utica, NY",2011,15.46,Non-Rail
"Utica, NY",2012,15.50,Non-Rail
"Utica, NY",2013,15.04,Non-Rail
"Utica, NY",2014,15.00,Non-Rail
"Utica, NY",2015,15.00,Non-Rail
"Vacaville, CA",2011,6.50,Non-Rail
"Vallejo, CA",2011,20.13,Non-Rail
"Vallejo, CA",2012,15.83,Non-Rail
"Vallejo, CA",2013,13.83,Non-Rail
"Vallejo, CA",2014,13.33,Non-Rail
"Vallejo, CA",2015,13.33,Non-Rail
"Vallejo, CA",2016,13.33,Non-Rail
"Vallejo, CA",2017,13.50,Non-Rail
"Vallejo, CA",2018,13.67,Non-Rail
"Vallejo, CA",2019,13.08,Non-Rail
"Vallejo, CA",2020,9.03,Non-Rail
"Vallejo, CA",2021,8.00,Non-Rail
"Victoria, TX",2011,34.33,Non-Rail
"Victoria, TX",2012,34.46,Non-Rail
"Victoria, TX",2013,33.13,Non-Rail
"Victoria, TX",2014,32.63,Non-Rail
"Victoria, TX",2019,11.42,Non-Rail
"Victoria, TX",2020,11.42,Non-Rail
"Victoria, TX",2021,9.89,Non-Rail
"Victorville-Hesperia, CA",2011,27.00,Non-Rail
"Victorville-Hesperia, CA",2012,24.91,Non-Rail
"Victorville-Hesperia, CA",2013,42.48,Non-Rail
"Victorville-Hesperia, CA",2014,55.58,Non-Rail
"Victorville-Hesperia, CA",2015,63.13,Non-Rail
"Victorville-Hesperia, CA",2016,67.58,Non-Rail
"Victorville-Hesperia, CA",2017,73.44,Non-Rail
"Victorville-Hesperia, CA",2018,73.06,Non-Rail
"Victorville-Hesperia, CA",2019,73.94,Non-Rail
"Victorville-Hesperia, CA",2020,69.77,Non-Rail
"Victorville-Hesperia, CA",2021,63.83,Non-Rail
"Villas, NJ",2011,12.17,Non-Rail
"Villas, NJ",2012,31.75,Non-Rail
"Villas, NJ",2013,19.50,Non-Rail
"Villas, NJ",2014,19.88,Non-Rail
"Vineland, NJ",2011,22.83,Non-Rail
"Vineland, NJ",2012,19.33,Non-Rail
"Vineland, NJ",2013,20.00,Non-Rail
"Vineland, NJ",2014,20.00,Non-Rail
"Vineland, NJ",2015,20.00,Non-Rail
"Vineland, NJ",2016,20.00,Non-Rail
"Vineland, NJ",2017,20.00,Non-Rail
"Vineland, NJ",2018,20.00,Non-Rail
"Vineland, NJ",2019,20.17,Non-Rail
"Virgin Islands, VI",2011,10.96,Non-Rail
"Virgin Islands, VI",2012,10.13,Non-Rail
"Virgin Islands, VI",2013,9.25,Non-Rail
"Virginia Beach, VA",2011,84.63,Non-Rail
"Virginia Beach, VA",2011,7.80,Rail
"Virginia Beach, VA",2012,83.63,Non-Rail
"Virginia Beach, VA",2012,7.00,Rail
"Virginia Beach, VA",2013,87.10,Non-Rail
"Virginia Beach, VA",2013,6.50,Rail
"Virginia Beach, VA",2014,86.75,Non-Rail
"Virginia Beach, VA",2014,6.00,Rail
"Virginia Beach, VA",2015,83.92,Non-Rail
"Virginia Beach, VA",2015,6.00,Rail
"Virginia Beach, VA",2016,84.90,Non-Rail
"Virginia Beach, VA",2016,6.00,Rail
"Virginia Beach, VA",2017,83.39,Non-Rail
"Virginia Beach, VA",2017,6.00,Rail
"Virginia Beach, VA",2018,74.20,Non-Rail
"Virginia Beach, VA",2018,6.00,Rail
"Virginia Beach, VA",2019,75.42,Non-Rail
"Virginia Beach, VA",2019,6.00,Rail
"Virginia Beach, VA",2020,56.00,Non-Rail
"Virginia Beach, VA",2020,5.92,Rail
"Virginia Beach, VA",2021,52.50,Non-Rail
"Virginia Beach, VA",2021,6.00,Rail
"Visalia, CA",2011,15.92,Non-Rail
"Visalia, CA",2012,18.75,Non-Rail
"Visalia, CA",2013,11.88,Non-Rail
"Visalia, CA",2014,11.38,Non-Rail
"Visalia, CA",2015,11.28,Non-Rail
"Visalia, CA",2016,9.80,Non-Rail
"Visalia, CA",2017,9.80,Non-Rail
"Visalia, CA",2018,9.87,Non-Rail
"Visalia, CA",2019,10.00,Non-Rail
"Visalia, CA",2020,8.45,Non-Rail
"Visalia, CA",2021,8.20,Non-Rail
"Waco, TX",2011,10.79,Non-Rail
"Waco, TX",2012,12.00,Non-Rail
"Waco, TX",2013,11.42,Non-Rail
"Waco, TX",2014,11.17,Non-Rail
"Waco, TX",2015,11.38,Non-Rail
"Waco, TX",2016,11.75,Non-Rail
"Waco, TX",2017,13.13,Non-Rail
"Waco, TX",2018,15.17,Non-Rail
"Waco, TX",2019,15.00,Non-Rail
"Waco, TX",2020,14.13,Non-Rail
"Waco, TX",2021,15.00,Non-Rail
"Waldorf, MD",2011,12.13,Non-Rail
"Waldorf, MD",2012,12.00,Non-Rail
"Waldorf, MD",2013,12.08,Non-Rail
"Waldorf, MD",2014,13.00,Non-Rail
"Waldorf, MD",2015,13.46,Non-Rail
"Waldorf, MD",2016,13.50,Non-Rail
"Waldorf, MD",2017,13.58,Non-Rail
"Waldorf, MD",2018,14.08,Non-Rail
"Waldorf, MD",2019,15.21,Non-Rail
"Waldorf, MD",2020,14.08,Non-Rail
"Waldorf, MD",2021,13.50,Non-Rail
"Washington, DC-VA-MD",2011,153.02,Non-Rail
"Washington, DC-VA-MD",2011,465.83,Rail
"Washington, DC-VA-MD",2012,151.98,Non-Rail
"Washington, DC-VA-MD",2012,472.46,Rail
"Washington, DC-VA-MD",2013,162.26,Non-Rail
"Washington, DC-VA-MD",2013,480.75,Rail
"Washington, DC-VA-MD",2014,170.66,Non-Rail
"Washington, DC-VA-MD",2014,503.00,Rail
"Washington, DC-VA-MD",2015,177.79,Non-Rail
"Washington, DC-VA-MD",2015,522.58,Rail
"Washington, DC-VA-MD",2016,182.51,Non-Rail
"Washington, DC-VA-MD",2016,361.63,Rail
"Washington, DC-VA-MD",2017,192.39,Non-Rail
"Washington, DC-VA-MD",2017,336.83,Rail
"Washington, DC-VA-MD",2018,193.25,Non-Rail
"Washington, DC-VA-MD",2018,330.08,Rail
"Washington, DC-VA-MD",2019,185.83,Non-Rail
"Washington, DC-VA-MD",2019,349.06,Rail
"Washington, DC-VA-MD",2020,124.66,Non-Rail
"Washington, DC-VA-MD",2020,359.75,Rail
"Washington, DC-VA-MD",2021,123.70,Non-Rail
"Washington, DC-VA-MD",2021,393.75,Rail
"Waterbury, CT",2011,32.50,Non-Rail
"Waterbury, CT",2012,34.00,Non-Rail
"Waterbury, CT",2013,34.00,Non-Rail
"Waterbury, CT",2014,34.25,Non-Rail
"Waterbury, CT",2015,34.75,Non-Rail
"Waterbury, CT",2016,35.00,Non-Rail
"Waterbury, CT",2017,35.00,Non-Rail
"Waterbury, CT",2018,35.00,Non-Rail
"Waterbury, CT",2019,35.00,Non-Rail
"Waterbury, CT",2020,35.00,Non-Rail
"Waterbury, CT",2021,35.00,Non-Rail
"Waterloo, IA",2011,9.14,Non-Rail
"Waterloo, IA",2012,12.00,Non-Rail
"Waterloo, IA",2013,13.42,Non-Rail
"Wausau, WI",2011,12.25,Non-Rail
"Wausau, WI",2012,10.17,Non-Rail
"Wausau, WI",2013,10.17,Non-Rail
"Wenatchee, WA",2011,17.78,Non-Rail
"Wenatchee, WA",2012,15.33,Non-Rail
"Wenatchee, WA",2013,14.03,Non-Rail
"Wenatchee, WA",2014,13.64,Non-Rail
"Wenatchee, WA",2015,13.75,Non-Rail
"Wenatchee, WA",2016,13.86,Non-Rail
"Wenatchee, WA",2017,13.64,Non-Rail
"Wenatchee, WA",2018,14.42,Non-Rail
"Wenatchee, WA",2019,15.06,Non-Rail
"Wenatchee, WA",2020,14.36,Non-Rail
"Wenatchee, WA",2021,15.56,Non-Rail
"Westminster-Eldersburg, MD",2011,14.63,Non-Rail
"Westminster-Eldersburg, MD",2012,12.00,Non-Rail
"Wheeling, WV-OH",2011,8.50,Non-Rail
"Wheeling, WV-OH",2012,8.00,Non-Rail
"Wheeling, WV-OH",2013,8.00,Non-Rail
"Wheeling, WV-OH",2014,8.00,Non-Rail
"Wheeling, WV-OH",2015,8.00,Non-Rail
"Wheeling, WV-OH",2016,8.00,Non-Rail
"Wheeling, WV-OH",2017,8.00,Non-Rail
"Wheeling, WV-OH",2018,8.00,Non-Rail
"Wheeling, WV-OH",2019,8.00,Non-Rail
"Wheeling, WV-OH",2020,8.04,Non-Rail
"Wheeling, WV-OH",2021,8.50,Non-Rail
"Wichita, KS",2011,51.33,Non-Rail
"Wichita, KS",2012,49.00,Non-Rail
"Wichita, KS",2013,50.67,Non-Rail
"Wichita, KS",2014,47.78,Non-Rail
"Wichita, KS",2015,49.06,Non-Rail
"Wichita, KS",2016,34.91,Non-Rail
"Wichita, KS",2017,21.56,Non-Rail
"Wichita, KS",2018,32.17,Non-Rail
"Wichita, KS",2019,30.33,Non-Rail
"Wichita, KS",2020,25.92,Non-Rail
"Wichita, KS",2021,28.83,Non-Rail
"Williamsburg, VA",2011,14.50,Non-Rail
"Williamsburg, VA",2012,14.22,Non-Rail
"Williamsburg, VA",2013,14.31,Non-Rail
"Williamsburg, VA",2014,11.36,Non-Rail
"Williamsburg, VA",2015,11.25,Non-Rail
"Williamsburg, VA",2016,10.94,Non-Rail
"Williamsburg, VA",2017,10.31,Non-Rail
"Williamsburg, VA",2018,10.53,Non-Rail
"Williamsburg, VA",2019,10.33,Non-Rail
"Williamsburg, VA",2020,10.75,Non-Rail
"Williamsburg, VA",2021,11.50,Non-Rail
"Williamsport, PA",2011,11.58,Non-Rail
"Williamsport, PA",2012,9.47,Non-Rail
"Williamsport, PA",2013,8.06,Non-Rail
"Williamsport, PA",2014,9.39,Non-Rail
"Williamsport, PA",2015,11.62,Non-Rail
"Williamsport, PA",2016,9.63,Non-Rail
"Williamsport, PA",2017,8.63,Non-Rail
"Williamsport, PA",2018,13.00,Non-Rail
"Williamsport, PA",2019,14.76,Non-Rail
"Williamsport, PA",2020,14.13,Non-Rail
"Williamsport, PA",2021,10.67,Non-Rail
"Wilmington, NC",2011,22.79,Non-Rail
"Wilmington, NC",2012,21.79,Non-Rail
"Wilmington, NC",2013,15.23,Non-Rail
"Wilmington, NC",2014,13.22,Non-Rail
"Wilmington, NC",2015,13.47,Non-Rail
"Wilmington, NC",2016,13.64,Non-Rail
"Wilmington, NC",2017,13.44,Non-Rail
"Wilmington, NC",2018,13.94,Non-Rail
"Wilmington, NC",2019,14.00,Non-Rail
"Wilmington, NC",2020,14.07,Non-Rail
"Wilmington, NC",2021,12.22,Non-Rail
"Winston-Salem, NC",2011,29.50,Non-Rail
"Winston-Salem, NC",2012,29.25,Non-Rail
"Winston-Salem, NC",2013,29.50,Non-Rail
"Winston-Salem, NC",2014,29.50,Non-Rail
"Winston-Salem, NC",2015,29.50,Non-Rail
"Winston-Salem, NC",2016,32.71,Non-Rail
"Winston-Salem, NC",2017,32.25,Non-Rail
"Winston-Salem, NC",2018,33.17,Non-Rail
"Winston-Salem, NC",2019,34.75,Non-Rail
"Winston-Salem, NC",2020,30.38,Non-Rail
"Winston-Salem, NC",2021,30.00,Non-Rail
"Winter Haven, FL",2011,19.89,Non-Rail
"Winter Haven, FL",2012,19.00,Non-Rail
"Winter Haven, FL",2013,18.17,Non-Rail
"Winter Haven, FL",2014,14.31,Non-Rail
"Winter Haven, FL",2015,12.58,Non-Rail
"Worcester, MA-CT",2011,17.60,Non-Rail
"Worcester, MA-CT",2012,19.23,Non-Rail
"Worcester, MA-CT",2013,19.66,Non-Rail
"Worcester, MA-CT",2014,17.25,Non-Rail
"Worcester, MA-CT",2015,18.68,Non-Rail
"Worcester, MA-CT",2016,21.61,Non-Rail
"Worcester, MA-CT",2017,22.70,Non-Rail
"Worcester, MA-CT",2018,24.75,Non-Rail
"Worcester, MA-CT",2019,24.56,Non-Rail
"Worcester, MA-CT",2020,22.52,Non-Rail
"Worcester, MA-CT",2021,23.50,Non-Rail
"Yakima, WA",2011,22.89,Non-Rail
"Yakima, WA",2012,23.36,Non-Rail
"Yakima, WA",2013,22.53,Non-Rail
"Yakima, WA",2014,18.09,Non-Rail
"Yakima, WA",2015,16.27,Non-Rail
"Yakima, WA",2016,15.10,Non-Rail
"Yakima, WA",2017,14.21,Non-Rail
"Yakima, WA",2018,14.17,Non-Rail
"Yakima, WA",2019,14.19,Non-Rail
"Yakima, WA",2020,12.21,Non-Rail
"Yakima, WA",2021,10.67,Non-Rail
"York, PA",2011,23.13,Non-Rail
"York, PA",2012,23.31,Non-Rail
"York, PA",2013,20.05,Non-Rail
"York, PA",2014,22.68,Non-Rail
"York, PA",2015,26.23,Non-Rail
"York, PA",2016,36.82,Non-Rail
"York, PA",2017,47.75,Non-Rail
"York, PA",2018,47.87,Non-Rail
"York, PA",2019,48.38,Non-Rail
"York, PA",2020,42.91,Non-Rail
"York, PA",2021,40.67,Non-Rail
"Youngstown, OH-PA",2011,18.18,Non-Rail
"Youngstown, OH-PA",2012,20.75,Non-Rail
"Youngstown, OH-PA",2013,19.67,Non-Rail
"Youngstown, OH-PA",2014,19.17,Non-Rail
