UZAName,Year,VRH,Category
"Panama City, FL",2015,864766,Non-Rail
"Panama City, FL",2016,892227,Non-Rail
"Panama City, FL",2017,660685,Non-Rail
"Panama City, FL",2018,151100,Non-Rail
"Panama City, FL",2019,796784,Non-Rail
"Panama City, FL",2020,764767,Non-Rail
"Panama City, FL",2021,200824,Non-Rail
"Parkersburg, WV-OH",2011,489625,Non-Rail
"Pensacola, FL-AL",2011,1844573,Non-Rail
"Pensacola, FL-AL",2012,1930994,Non-Rail
"Pensacola, FL-AL",2013,1841980,Non-Rail
"Pensacola, FL-AL",2014,2078570,Non-Rail
"Pensacola, FL-AL",2015,2380551,Non-Rail
"Pensacola, FL-AL",2016,2455674,Non-Rail
"Pensacola, FL-AL",2017,2493578,Non-Rail
"Pensacola, FL-AL",2018,2496195,Non-Rail
"Pensacola, FL-AL",2019,2701326,Non-Rail
"Pensacola, FL-AL",2020,2095938,Non-Rail
"Pensacola, FL-AL",2021,594181,Non-Rail
"Peoria, IL",2011,2665382,Non-Rail
"Peoria, IL",2012,2686446,Non-Rail
"Peoria, IL",2013,2649264,Non-Rail
"Peoria, IL",2014,2858463,Non-Rail
"Peoria, IL",2015,3042271,Non-Rail
"Peoria, IL",2016,2952903,Non-Rail
"Peoria, IL",2017,2890266,Non-Rail
"Peoria, IL",2018,3110255,Non-Rail
"Peoria, IL",2019,3299856,Non-Rail
"Peoria, IL",2020,2801032,Non-Rail
"Peoria, IL",2021,642933,Non-Rail
"Petaluma, CA",2011,264783,Non-Rail
"Petaluma, CA",2012,273692,Non-Rail
"Petaluma, CA",2013,310608,Non-Rail
"Petaluma, CA",2014,321449,Non-Rail
"Petaluma, CA",2015,331049,Non-Rail
"Petaluma, CA",2016,329593,Non-Rail
"Petaluma, CA",2017,308260,Non-Rail
"Petaluma, CA",2018,301821,Non-Rail
"Petaluma, CA",2019,307154,Non-Rail
"Petaluma, CA",2020,277150,Non-Rail
"Petaluma, CA",2021,64361,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2011,66562765,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2011,44827507,Rail
"Philadelphia, PA-NJ-DE-MD",2012,67145834,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2012,45321933,Rail
"Philadelphia, PA-NJ-DE-MD",2013,68554912,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2013,46563552,Rail
"Philadelphia, PA-NJ-DE-MD",2014,68006868,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2014,47976378,Rail
"Philadelphia, PA-NJ-DE-MD",2015,68496823,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2015,48374778,Rail
"Philadelphia, PA-NJ-DE-MD",2016,68398579,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2016,48042643,Rail
"Philadelphia, PA-NJ-DE-MD",2017,68924799,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2017,48781088,Rail
"Philadelphia, PA-NJ-DE-MD",2018,69146777,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2018,49254828,Rail
"Philadelphia, PA-NJ-DE-MD",2019,70493238,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2019,48853987,Rail
"Philadelphia, PA-NJ-DE-MD",2020,55684505,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2020,38151798,Rail
"Philadelphia, PA-NJ-DE-MD",2021,14038153,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2021,8730789,Rail
"Phoenix-Mesa, AZ",2011,41216777,Non-Rail
"Phoenix-Mesa, AZ",2011,2406686,Rail
"Phoenix-Mesa, AZ",2012,40837691,Non-Rail
"Phoenix-Mesa, AZ",2012,2442463,Rail
"Phoenix-Mesa, AZ",2013,42080985,Non-Rail
"Phoenix-Mesa, AZ",2013,2455596,Rail
"Phoenix-Mesa, AZ",2014,42127113,Non-Rail
"Phoenix-Mesa, AZ",2014,2443628,Rail
"Phoenix-Mesa, AZ",2015,43328323,Non-Rail
"Phoenix-Mesa, AZ",2015,2616437,Rail
"Phoenix-Mesa, AZ",2016,45227799,Non-Rail
"Phoenix-Mesa, AZ",2016,3211781,Rail
"Phoenix-Mesa, AZ",2017,51082333,Non-Rail
"Phoenix-Mesa, AZ",2017,3324804,Rail
"Phoenix-Mesa, AZ",2018,51522794,Non-Rail
"Phoenix-Mesa, AZ",2018,3307404,Rail
"Phoenix-Mesa, AZ",2019,51550324,Non-Rail
"Phoenix-Mesa, AZ",2019,3453862,Rail
"Phoenix-Mesa, AZ",2020,43881908,Non-Rail
"Phoenix-Mesa, AZ",2020,3149026,Rail
"Phoenix-Mesa, AZ",2021,10640139,Non-Rail
"Phoenix-Mesa, AZ",2021,700415,Rail
"Pittsburgh, PA",2011,34413791,Non-Rail
"Pittsburgh, PA",2011,2330619,Rail
"Pittsburgh, PA",2012,32972342,Non-Rail
"Pittsburgh, PA",2012,1983666,Rail
"Pittsburgh, PA",2013,34685083,Non-Rail
"Pittsburgh, PA",2013,2057577,Rail
"Pittsburgh, PA",2014,36583215,Non-Rail
"Pittsburgh, PA",2014,2103868,Rail
"Pittsburgh, PA",2015,37152198,Non-Rail
"Pittsburgh, PA",2015,2165961,Rail
"Pittsburgh, PA",2016,37465375,Non-Rail
"Pittsburgh, PA",2016,2189485,Rail
"Pittsburgh, PA",2017,37532930,Non-Rail
"Pittsburgh, PA",2017,2181441,Rail
"Pittsburgh, PA",2018,37040599,Non-Rail
"Pittsburgh, PA",2018,2199602,Rail
"Pittsburgh, PA",2019,36319182,Non-Rail
"Pittsburgh, PA",2019,2167627,Rail
"Pittsburgh, PA",2020,29300238,Non-Rail
"Pittsburgh, PA",2020,1853470,Rail
"Pittsburgh, PA",2021,7214055,Non-Rail
"Pittsburgh, PA",2021,366653,Rail
"Pittsfield, MA",2011,1199343,Non-Rail
"Pittsfield, MA",2012,1009620,Non-Rail
"Pittsfield, MA",2013,1110550,Non-Rail
"Pittsfield, MA",2014,1161209,Non-Rail
"Pittsfield, MA",2015,1175952,Non-Rail
"Pittsfield, MA",2016,1229089,Non-Rail
"Pittsfield, MA",2017,1280549,Non-Rail
"Pittsfield, MA",2018,1190811,Non-Rail
"Pittsfield, MA",2019,1249144,Non-Rail
"Pittsfield, MA",2020,1019595,Non-Rail
"Pittsfield, MA",2021,253234,Non-Rail
"Pocatello, ID",2011,816327,Non-Rail
"Port Arthur, TX",2011,366093,Non-Rail
"Port Huron, MI",2011,3071501,Non-Rail
"Port Huron, MI",2012,3174130,Non-Rail
"Port Huron, MI",2013,2852587,Non-Rail
"Port Huron, MI",2014,2807361,Non-Rail
"Port Huron, MI",2015,2873873,Non-Rail
"Port Huron, MI",2016,2955823,Non-Rail
"Port Huron, MI",2017,2943910,Non-Rail
"Port Huron, MI",2018,2967708,Non-Rail
"Port Huron, MI",2019,2891106,Non-Rail
"Port Huron, MI",2020,1754380,Non-Rail
"Port Huron, MI",2021,439779,Non-Rail
"Port St. Lucie, FL",2011,1010050,Non-Rail
"Port St. Lucie, FL",2012,1049334,Non-Rail
"Port St. Lucie, FL",2013,1039965,Non-Rail
"Port St. Lucie, FL",2014,1057408,Non-Rail
"Port St. Lucie, FL",2015,1178417,Non-Rail
"Port St. Lucie, FL",2016,1385120,Non-Rail
"Port St. Lucie, FL",2017,1502988,Non-Rail
"Port St. Lucie, FL",2018,1635742,Non-Rail
"Port St. Lucie, FL",2019,1625691,Non-Rail
"Port St. Lucie, FL",2020,1717887,Non-Rail
"Port St. Lucie, FL",2021,412041,Non-Rail
"Porterville, CA",2011,360683,Non-Rail
"Portland, ME",2011,1637091,Non-Rail
"Portland, ME",2011,1909547,Rail
"Portland, ME",2012,1658232,Non-Rail
"Portland, ME",2012,1962446,Rail
"Portland, ME",2013,1403109,Non-Rail
"Portland, ME",2013,2137111,Rail
"Portland, ME",2014,873230,Non-Rail
"Portland, ME",2014,1999141,Rail
"Portland, ME",2015,894754,Non-Rail
"Portland, ME",2015,1849002,Rail
"Portland, ME",2016,1013813,Non-Rail
"Portland, ME",2016,2034185,Rail
"Portland, ME",2017,1061526,Non-Rail
"Portland, ME",2017,2355963,Rail
"Portland, ME",2018,1235115,Non-Rail
"Portland, ME",2018,2293381,Rail
"Portland, ME",2019,1583881,Non-Rail
"Portland, ME",2019,2580470,Rail
"Portland, ME",2020,1347827,Non-Rail
"Portland, ME",2020,1637397,Rail
"Portland, ME",2021,361644,Non-Rail
"Portland, ME",2021,524782,Rail
"Portland, OR-WA",2011,33033657,Non-Rail
"Portland, OR-WA",2011,8110738,Rail
"Portland, OR-WA",2012,32158829,Non-Rail
"Portland, OR-WA",2012,8181610,Rail
"Portland, OR-WA",2013,32424792,Non-Rail
"Portland, OR-WA",2013,8223311,Rail
"Portland, OR-WA",2014,32984340,Non-Rail
"Portland, OR-WA",2014,8283310,Rail
"Portland, OR-WA",2015,33365451,Non-Rail
"Portland, OR-WA",2015,8812033,Rail
"Portland, OR-WA",2016,34851854,Non-Rail
"Portland, OR-WA",2016,9537835,Rail
"Portland, OR-WA",2017,35545168,Non-Rail
"Portland, OR-WA",2017,9465253,Rail
"Portland, OR-WA",2018,36050588,Non-Rail
"Portland, OR-WA",2018,9562619,Rail
"Portland, OR-WA",2019,37001635,Non-Rail
"Portland, OR-WA",2019,9613395,Rail
"Portland, OR-WA",2020,30247712,Non-Rail
"Portland, OR-WA",2020,8982012,Rail
"Portland, OR-WA",2021,7109967,Non-Rail
"Portland, OR-WA",2021,2081444,Rail
"Portsmouth, NH-ME",2011,1423479,Non-Rail
"Pottstown, PA",2012,314845,Non-Rail
"Pottstown, PA",2013,281369,Non-Rail
"Pottstown, PA",2014,264530,Non-Rail
"Pottstown, PA",2015,271654,Non-Rail
"Pottstown, PA",2016,265652,Non-Rail
"Pottstown, PA",2017,274621,Non-Rail
"Pottstown, PA",2018,276816,Non-Rail
"Pottstown, PA",2019,276138,Non-Rail
"Pottstown, PA",2020,300239,Non-Rail
"Pottstown, PA",2021,67062,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2011,3730414,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2012,3688890,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2013,3016403,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2014,2744085,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2015,2746272,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2016,2862079,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2017,3094987,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2018,3227245,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2019,1412403,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2020,1738338,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2021,662629,Non-Rail
"Providence, RI-MA",2011,16584919,Non-Rail
"Providence, RI-MA",2012,16468374,Non-Rail
"Providence, RI-MA",2013,16429362,Non-Rail
"Providence, RI-MA",2014,15557204,Non-Rail
"Providence, RI-MA",2015,14664757,Non-Rail
"Providence, RI-MA",2016,14641673,Non-Rail
"Providence, RI-MA",2017,14814521,Non-Rail
"Providence, RI-MA",2018,15213750,Non-Rail
"Providence, RI-MA",2019,15585240,Non-Rail
"Providence, RI-MA",2020,14283960,Non-Rail
"Providence, RI-MA",2021,3450911,Non-Rail
"Pueblo, CO",2011,841060,Non-Rail
"Pueblo, CO",2012,849019,Non-Rail
"Pueblo, CO",2013,855189,Non-Rail
"Pueblo, CO",2014,842171,Non-Rail
"Pueblo, CO",2015,854457,Non-Rail
"Pueblo, CO",2016,872538,Non-Rail
"Pueblo, CO",2017,886352,Non-Rail
"Pueblo, CO",2018,867724,Non-Rail
"Pueblo, CO",2019,854233,Non-Rail
"Pueblo, CO",2020,676332,Non-Rail
"Pueblo, CO",2021,171434,Non-Rail
"Racine, WI",2011,1273058,Non-Rail
"Racine, WI",2012,1497091,Non-Rail
"Racine, WI",2013,1383937,Non-Rail
"Racine, WI",2014,1296924,Non-Rail
"Racine, WI",2015,1292840,Non-Rail
"Racine, WI",2016,1291574,Non-Rail
"Racine, WI",2017,1284163,Non-Rail
"Racine, WI",2018,1268887,Non-Rail
"Racine, WI",2019,1259819,Non-Rail
"Racine, WI",2020,1183498,Non-Rail
"Racine, WI",2021,290543,Non-Rail
"Raleigh, NC",2011,6524627,Non-Rail
"Raleigh, NC",2012,4977207,Non-Rail
"Raleigh, NC",2013,4934152,Non-Rail
"Raleigh, NC",2014,6562282,Non-Rail
"Raleigh, NC",2015,8810778,Non-Rail
"Raleigh, NC",2016,9034266,Non-Rail
"Raleigh, NC",2017,9081125,Non-Rail
"Raleigh, NC",2018,9040894,Non-Rail
"Raleigh, NC",2019,10052923,Non-Rail
"Raleigh, NC",2020,8309868,Non-Rail
"Raleigh, NC",2021,2033615,Non-Rail
"Rapid City, SD",2011,559592,Non-Rail
"Reading, PA",2011,2859037,Non-Rail
"Reading, PA",2012,2889938,Non-Rail
"Reading, PA",2013,2887200,Non-Rail
"Reading, PA",2014,2811432,Non-Rail
"Reading, PA",2015,2793549,Non-Rail
"Reading, PA",2016,1315344,Non-Rail
"Redding, CA",2011,956182,Non-Rail
"Redding, CA",2012,942740,Non-Rail
"Redding, CA",2013,951537,Non-Rail
"Redding, CA",2014,934704,Non-Rail
"Redding, CA",2015,982079,Non-Rail
"Redding, CA",2016,1007346,Non-Rail
"Redding, CA",2017,1030426,Non-Rail
"Redding, CA",2018,999806,Non-Rail
"Redding, CA",2019,944173,Non-Rail
"Redding, CA",2020,798986,Non-Rail
"Redding, CA",2021,193656,Non-Rail
"Reno, NV-CA",2011,4713872,Non-Rail
"Reno, NV-CA",2012,4794423,Non-Rail
"Reno, NV-CA",2013,5205144,Non-Rail
"Reno, NV-CA",2014,5524132,Non-Rail
"Reno, NV-CA",2015,5855604,Non-Rail
"Reno, NV-CA",2016,6393538,Non-Rail
"Reno, NV-CA",2017,6578141,Non-Rail
"Reno, NV-CA",2018,7007856,Non-Rail
"Reno, NV-CA",2019,7567506,Non-Rail
"Reno, NV-CA",2020,7250112,Non-Rail
"Reno, NV-CA",2021,1750215,Non-Rail
"Richmond, VA",2011,11902448,Non-Rail
"Richmond, VA",2012,11362174,Non-Rail
"Richmond, VA",2013,11686522,Non-Rail
"Richmond, VA",2014,11734261,Non-Rail
"Richmond, VA",2015,11916607,Non-Rail
"Richmond, VA",2016,12013531,Non-Rail
"Richmond, VA",2017,11530313,Non-Rail
"Richmond, VA",2018,11534928,Non-Rail
"Richmond, VA",2019,12324592,Non-Rail
"Richmond, VA",2020,9234671,Non-Rail
"Richmond, VA",2021,2017627,Non-Rail
"Riverside-San Bernardino, CA",2011,21950203,Non-Rail
"Riverside-San Bernardino, CA",2012,22273693,Non-Rail
"Riverside-San Bernardino, CA",2013,22373736,Non-Rail
"Riverside-San Bernardino, CA",2014,22770410,Non-Rail
"Riverside-San Bernardino, CA",2015,23885049,Non-Rail
"Riverside-San Bernardino, CA",2016,24645113,Non-Rail
"Riverside-San Bernardino, CA",2017,24946633,Non-Rail
"Riverside-San Bernardino, CA",2018,26348893,Non-Rail
"Riverside-San Bernardino, CA",2019,27772145,Non-Rail
"Riverside-San Bernardino, CA",2020,19333387,Non-Rail
"Riverside-San Bernardino, CA",2021,4179495,Non-Rail
"Roanoke, VA",2011,2218692,Non-Rail
"Roanoke, VA",2012,2265589,Non-Rail
"Roanoke, VA",2013,2258451,Non-Rail
"Roanoke, VA",2014,2332794,Non-Rail
"Roanoke, VA",2015,2322541,Non-Rail
"Roanoke, VA",2016,2402092,Non-Rail
"Roanoke, VA",2017,2452875,Non-Rail
"Roanoke, VA",2018,2492984,Non-Rail
"Roanoke, VA",2019,2560410,Non-Rail
"Roanoke, VA",2020,2295231,Non-Rail
"Roanoke, VA",2021,605556,Non-Rail
"Rochester, MN",2011,1161128,Non-Rail
"Rochester, MN",2012,1144882,Non-Rail
"Rochester, MN",2013,1211037,Non-Rail
"Rochester, MN",2014,1297547,Non-Rail
"Rochester, MN",2015,1356235,Non-Rail
"Rochester, MN",2016,1368149,Non-Rail
"Rochester, MN",2017,1465087,Non-Rail
"Rochester, MN",2018,1684922,Non-Rail
"Rochester, MN",2019,1941977,Non-Rail
"Rochester, MN",2020,1460508,Non-Rail
"Rochester, MN",2021,372436,Non-Rail
"Rochester, NY",2011,6324293,Non-Rail
"Rochester, NY",2012,6383584,Non-Rail
"Rochester, NY",2013,6494664,Non-Rail
"Rochester, NY",2014,6615998,Non-Rail
"Rochester, NY",2015,6584941,Non-Rail
"Rochester, NY",2016,6653977,Non-Rail
"Rochester, NY",2017,6921160,Non-Rail
"Rochester, NY",2018,6957260,Non-Rail
"Rochester, NY",2019,7119690,Non-Rail
"Rochester, NY",2020,6073977,Non-Rail
"Rochester, NY",2021,1435803,Non-Rail
"Rockford, IL",2011,1914652,Non-Rail
"Rockford, IL",2012,2042612,Non-Rail
"Rockford, IL",2013,1972023,Non-Rail
"Rockford, IL",2014,1971364,Non-Rail
"Rockford, IL",2015,1970803,Non-Rail
"Rockford, IL",2016,1958242,Non-Rail
"Rockford, IL",2017,2011178,Non-Rail
"Rockford, IL",2018,2090247,Non-Rail
"Rockford, IL",2019,2142887,Non-Rail
"Rockford, IL",2020,1816736,Non-Rail
"Rockford, IL",2021,468381,Non-Rail
"Rome, GA",2011,587497,Non-Rail
"Rome, GA",2012,564413,Non-Rail
"Rome, GA",2013,579325,Non-Rail
"Rome, GA",2014,591300,Non-Rail
"Rome, GA",2015,614038,Non-Rail
"Rome, GA",2016,617241,Non-Rail
"Rome, GA",2017,604772,Non-Rail
"Rome, GA",2018,626913,Non-Rail
"Rome, GA",2019,639412,Non-Rail
"Rome, GA",2020,343073,Non-Rail
"Rome, GA",2021,93081,Non-Rail
"Sacramento, CA",2011,15372525,Non-Rail
"Sacramento, CA",2011,3830834,Rail
"Sacramento, CA",2012,14278270,Non-Rail
"Sacramento, CA",2012,3886336,Rail
"Sacramento, CA",2013,14898133,Non-Rail
"Sacramento, CA",2013,3948380,Rail
"Sacramento, CA",2014,14939489,Non-Rail
"Sacramento, CA",2014,3952472,Rail
"Sacramento, CA",2015,15410908,Non-Rail
"Sacramento, CA",2015,4115808,Rail
"Sacramento, CA",2016,16339315,Non-Rail
"Sacramento, CA",2016,4422456,Rail
"Sacramento, CA",2017,16255759,Non-Rail
"Sacramento, CA",2017,4405848,Rail
"Sacramento, CA",2018,16304364,Non-Rail
"Sacramento, CA",2018,4335811,Rail
"Sacramento, CA",2019,16082109,Non-Rail
"Sacramento, CA",2019,4211259,Rail
"Sacramento, CA",2020,12230823,Non-Rail
"Sacramento, CA",2020,3263762,Rail
"Sacramento, CA",2021,3005746,Non-Rail
"Sacramento, CA",2021,799062,Rail
"Saginaw, MI",2011,965437,Non-Rail
"Saginaw, MI",2012,818021,Non-Rail
"Saginaw, MI",2013,927378,Non-Rail
"Saginaw, MI",2014,833494,Non-Rail
"Saginaw, MI",2015,752267,Non-Rail
"Saginaw, MI",2016,779268,Non-Rail
"Saginaw, MI",2017,962343,Non-Rail
"Saginaw, MI",2018,1220738,Non-Rail
"Saginaw, MI",2019,1217361,Non-Rail
"Saginaw, MI",2020,763239,Non-Rail
"Saginaw, MI",2021,217524,Non-Rail
"Salem, OR",2011,6518442,Non-Rail
"Salem, OR",2012,6798569,Non-Rail
"Salem, OR",2013,6613599,Non-Rail
"Salem, OR",2014,7540624,Non-Rail
"Salem, OR",2015,7998941,Non-Rail
"Salem, OR",2016,7853614,Non-Rail
"Salem, OR",2017,7991723,Non-Rail
"Salem, OR",2018,4413937,Non-Rail
"Salem, OR",2019,3992619,Non-Rail
"Salem, OR",2020,3073939,Non-Rail
"Salem, OR",2021,827077,Non-Rail
"Salisbury, MD-DE",2011,2170310,Non-Rail
"Salisbury, MD-DE",2012,2296963,Non-Rail
"Salisbury, MD-DE",2013,2306835,Non-Rail
"Salisbury, MD-DE",2014,2252890,Non-Rail
"Salisbury, MD-DE",2015,1836607,Non-Rail
"Salisbury, MD-DE",2016,1730184,Non-Rail
"Salisbury, MD-DE",2017,1776410,Non-Rail
"Salisbury, MD-DE",2018,1919258,Non-Rail
"Salisbury, MD-DE",2019,1974043,Non-Rail
"Salisbury, MD-DE",2020,1585962,Non-Rail
"Salisbury, MD-DE",2021,356084,Non-Rail
"Salt Lake City-West Valley City, UT",2011,27400247,Non-Rail
"Salt Lake City-West Valley City, UT",2011,5993869,Rail
"Salt Lake City-West Valley City, UT",2012,26011719,Non-Rail
"Salt Lake City-West Valley City, UT",2012,7745826,Rail
"Salt Lake City-West Valley City, UT",2013,25508017,Non-Rail
"Salt Lake City-West Valley City, UT",2013,11683291,Rail
"Salt Lake City-West Valley City, UT",2014,25032284,Non-Rail
"Salt Lake City-West Valley City, UT",2014,11762137,Rail
"Salt Lake City-West Valley City, UT",2015,24395883,Non-Rail
"Salt Lake City-West Valley City, UT",2015,11988004,Rail
"Salt Lake City-West Valley City, UT",2016,25886170,Non-Rail
"Salt Lake City-West Valley City, UT",2016,12070277,Rail
"Salt Lake City-West Valley City, UT",2017,26630969,Non-Rail
"Salt Lake City-West Valley City, UT",2017,12082292,Rail
"Salt Lake City-West Valley City, UT",2018,27065160,Non-Rail
"Salt Lake City-West Valley City, UT",2018,12084767,Rail
"Salt Lake City-West Valley City, UT",2019,27490022,Non-Rail
"Salt Lake City-West Valley City, UT",2019,11971195,Rail
"Salt Lake City-West Valley City, UT",2020,23021931,Non-Rail
"Salt Lake City-West Valley City, UT",2020,10153689,Rail
"Salt Lake City-West Valley City, UT",2021,6186526,Non-Rail
"Salt Lake City-West Valley City, UT",2021,2714703,Rail
"San Angelo, TX",2011,1044029,Non-Rail
"San Angelo, TX",2012,1000862,Non-Rail
"San Angelo, TX",2013,1046141,Non-Rail
"San Angelo, TX",2014,1035451,Non-Rail
"San Angelo, TX",2015,1018224,Non-Rail
"San Angelo, TX",2016,1069956,Non-Rail
"San Angelo, TX",2017,1083005,Non-Rail
"San Angelo, TX",2018,1124089,Non-Rail
"San Angelo, TX",2019,1207043,Non-Rail
"San Angelo, TX",2020,985363,Non-Rail
"San Angelo, TX",2021,225348,Non-Rail
"San Antonio, TX",2011,32597687,Non-Rail
"San Antonio, TX",2012,32588561,Non-Rail
"San Antonio, TX",2013,33144776,Non-Rail
"San Antonio, TX",2014,34515045,Non-Rail
"San Antonio, TX",2015,36045125,Non-Rail
"San Antonio, TX",2016,37312567,Non-Rail
"San Antonio, TX",2017,37581909,Non-Rail
"San Antonio, TX",2018,38999418,Non-Rail
"San Antonio, TX",2019,40081884,Non-Rail
"San Antonio, TX",2020,33296423,Non-Rail
"San Antonio, TX",2021,7692360,Non-Rail
"San Diego, CA",2011,46241519,Non-Rail
"San Diego, CA",2011,9540521,Rail
"San Diego, CA",2012,44107098,Non-Rail
"San Diego, CA",2012,9627049,Rail
"San Diego, CA",2013,47397243,Non-Rail
"San Diego, CA",2013,10193497,Rail
"San Diego, CA",2014,47516048,Non-Rail
"San Diego, CA",2014,10597309,Rail
"San Diego, CA",2015,48986865,Non-Rail
"San Diego, CA",2015,10715735,Rail
"San Diego, CA",2016,51043109,Non-Rail
"San Diego, CA",2016,10751504,Rail
"San Diego, CA",2017,49509560,Non-Rail
"San Diego, CA",2017,10772024,Rail
"San Diego, CA",2018,49393198,Non-Rail
"San Diego, CA",2018,10757606,Rail
"San Diego, CA",2019,48809364,Non-Rail
"San Diego, CA",2019,10890116,Rail
"San Diego, CA",2020,39675193,Non-Rail
"San Diego, CA",2020,11317776,Rail
"San Diego, CA",2021,9187894,Non-Rail
"San Diego, CA",2021,2842572,Rail
"San Francisco-Oakland, CA",2011,64544230,Non-Rail
"San Francisco-Oakland, CA",2011,75946582,Rail
"San Francisco-Oakland, CA",2012,63771169,Non-Rail
"San Francisco-Oakland, CA",2012,77061469,Rail
"San Francisco-Oakland, CA",2013,65637721,Non-Rail
"San Francisco-Oakland, CA",2013,77393230,Rail
"San Francisco-Oakland, CA",2014,65703182,Non-Rail
"San Francisco-Oakland, CA",2014,79385611,Rail
"San Francisco-Oakland, CA",2015,66851211,Non-Rail
"San Francisco-Oakland, CA",2015,81974117,Rail
"San Francisco-Oakland, CA",2016,68740194,Non-Rail
"San Francisco-Oakland, CA",2016,86679924,Rail
"San Francisco-Oakland, CA",2017,69407490,Non-Rail
"San Francisco-Oakland, CA",2017,91180561,Rail
"San Francisco-Oakland, CA",2018,68699334,Non-Rail
"San Francisco-Oakland, CA",2018,92538782,Rail
"San Francisco-Oakland, CA",2019,71441805,Non-Rail
"San Francisco-Oakland, CA",2019,93002656,Rail
"San Francisco-Oakland, CA",2020,53525032,Non-Rail
"San Francisco-Oakland, CA",2020,64730801,Rail
"San Francisco-Oakland, CA",2021,13920889,Non-Rail
"San Francisco-Oakland, CA",2021,13702325,Rail
"San Jose, CA",2011,20481017,Non-Rail
"San Jose, CA",2011,3058029,Rail
"San Jose, CA",2012,20549764,Non-Rail
"San Jose, CA",2012,3105931,Rail
"San Jose, CA",2013,21137138,Non-Rail
"San Jose, CA",2013,3325700,Rail
"San Jose, CA",2014,21257664,Non-Rail
"San Jose, CA",2014,3459254,Rail
"San Jose, CA",2015,20919596,Non-Rail
"San Jose, CA",2015,3512795,Rail
"San Jose, CA",2016,20752744,Non-Rail
"San Jose, CA",2016,3417867,Rail
"San Jose, CA",2017,21361114,Non-Rail
"San Jose, CA",2017,3263421,Rail
"San Jose, CA",2018,21821523,Non-Rail
"San Jose, CA",2018,3472292,Rail
"San Jose, CA",2019,21561507,Non-Rail
"San Jose, CA",2019,3510977,Rail
"San Jose, CA",2020,14924074,Non-Rail
"San Jose, CA",2020,2670547,Rail
"San Jose, CA",2021,3778857,Non-Rail
"San Jose, CA",2021,733521,Rail
"San Juan, PR",2011,37631954,Non-Rail
"San Juan, PR",2011,1916289,Rail
"San Juan, PR",2012,31185027,Non-Rail
"San Juan, PR",2012,1917749,Rail
"San Juan, PR",2013,28203966,Non-Rail
"San Juan, PR",2013,1921625,Rail
"San Juan, PR",2014,25314485,Non-Rail
"San Juan, PR",2014,1885643,Rail
"San Juan, PR",2015,23287408,Non-Rail
"San Juan, PR",2015,1944007,Rail
"San Juan, PR",2016,22503904,Non-Rail
"San Juan, PR",2016,1878277,Rail
"San Juan, PR",2017,16927025,Non-Rail
"San Juan, PR",2017,1364189,Rail
"San Juan, PR",2018,17307706,Non-Rail
"San Juan, PR",2018,1834858,Rail
"San Juan, PR",2019,16722309,Non-Rail
"San Juan, PR",2019,1867497,Rail
"San Juan, PR",2020,6067050,Non-Rail
"San Juan, PR",2020,735577,Rail
"San Juan, PR",2021,1781163,Non-Rail
"San Juan, PR",2021,456838,Rail
"San Luis Obispo, CA",2011,1953833,Non-Rail
"San Luis Obispo, CA",2012,2144561,Non-Rail
"San Luis Obispo, CA",2013,2246213,Non-Rail
"San Luis Obispo, CA",2014,2299371,Non-Rail
"San Luis Obispo, CA",2015,2247688,Non-Rail
"San Luis Obispo, CA",2016,2299825,Non-Rail
"San Luis Obispo, CA",2017,2277198,Non-Rail
"San Luis Obispo, CA",2018,2260922,Non-Rail
"San Luis Obispo, CA",2019,2305647,Non-Rail
"San Luis Obispo, CA",2020,1668975,Non-Rail
"San Luis Obispo, CA",2021,441361,Non-Rail
"San Marcos, TX",2016,376297,Non-Rail
"San Marcos, TX",2017,792736,Non-Rail
"San Marcos, TX",2018,826592,Non-Rail
"San Marcos, TX",2019,768546,Non-Rail
"San Marcos, TX",2020,651629,Non-Rail
"San Marcos, TX",2021,166907,Non-Rail
"Santa Barbara, CA",2011,3087904,Non-Rail
"Santa Barbara, CA",2012,2907743,Non-Rail
"Santa Barbara, CA",2013,2728735,Non-Rail
"Santa Barbara, CA",2014,2575801,Non-Rail
