UZAName,Year,VRH,Category
"Santa Barbara, CA",2015,2558203,Non-Rail
"Santa Barbara, CA",2016,2603922,Non-Rail
"Santa Barbara, CA",2017,2651021,Non-Rail
"Santa Barbara, CA",2018,2614549,Non-Rail
"Santa Barbara, CA",2019,2630089,Non-Rail
"Santa Barbara, CA",2020,2238007,Non-Rail
"Santa Barbara, CA",2021,517494,Non-Rail
"Santa Clarita, CA",2011,3481084,Non-Rail
"Santa Clarita, CA",2012,3468982,Non-Rail
"Santa Clarita, CA",2013,3613756,Non-Rail
"Santa Clarita, CA",2014,3454984,Non-Rail
"Santa Clarita, CA",2015,3564916,Non-Rail
"Santa Clarita, CA",2016,3525090,Non-Rail
"Santa Clarita, CA",2017,3453549,Non-Rail
"Santa Clarita, CA",2018,3602767,Non-Rail
"Santa Clarita, CA",2019,3777972,Non-Rail
"Santa Clarita, CA",2020,2548104,Non-Rail
"Santa Clarita, CA",2021,527459,Non-Rail
"Santa Cruz, CA",2011,3340687,Non-Rail
"Santa Cruz, CA",2012,3479558,Non-Rail
"Santa Cruz, CA",2013,3730936,Non-Rail
"Santa Cruz, CA",2014,3834968,Non-Rail
"Santa Cruz, CA",2015,3853704,Non-Rail
"Santa Cruz, CA",2016,3626830,Non-Rail
"Santa Cruz, CA",2017,3269150,Non-Rail
"Santa Cruz, CA",2018,3333148,Non-Rail
"Santa Cruz, CA",2019,3302371,Non-Rail
"Santa Cruz, CA",2020,2336914,Non-Rail
"Santa Cruz, CA",2021,585786,Non-Rail
"Santa Fe, NM",2011,1150997,Non-Rail
"Santa Fe, NM",2012,1123208,Non-Rail
"Santa Fe, NM",2013,1149929,Non-Rail
"Santa Fe, NM",2014,1116589,Non-Rail
"Santa Fe, NM",2015,1105239,Non-Rail
"Santa Fe, NM",2016,1122070,Non-Rail
"Santa Fe, NM",2017,1128519,Non-Rail
"Santa Fe, NM",2018,1148124,Non-Rail
"Santa Fe, NM",2019,1237691,Non-Rail
"Santa Fe, NM",2020,942144,Non-Rail
"Santa Fe, NM",2021,213869,Non-Rail
"Santa Maria, CA",2011,1352711,Non-Rail
"Santa Maria, CA",2012,1379921,Non-Rail
"Santa Maria, CA",2013,1020064,Non-Rail
"Santa Maria, CA",2014,1064553,Non-Rail
"Santa Maria, CA",2015,1053239,Non-Rail
"Santa Maria, CA",2016,1016346,Non-Rail
"Santa Maria, CA",2017,981079,Non-Rail
"Santa Maria, CA",2018,968073,Non-Rail
"Santa Maria, CA",2019,966276,Non-Rail
"Santa Maria, CA",2020,705550,Non-Rail
"Santa Maria, CA",2021,147537,Non-Rail
"Santa Rosa, CA",2011,3347460,Non-Rail
"Santa Rosa, CA",2012,3343762,Non-Rail
"Santa Rosa, CA",2013,3204741,Non-Rail
"Santa Rosa, CA",2014,3146527,Non-Rail
"Santa Rosa, CA",2015,3148909,Non-Rail
"Santa Rosa, CA",2016,3221131,Non-Rail
"Santa Rosa, CA",2017,3224853,Non-Rail
"Santa Rosa, CA",2017,302205,Rail
"Santa Rosa, CA",2018,3324542,Non-Rail
"Santa Rosa, CA",2018,926681,Rail
"Santa Rosa, CA",2019,3277469,Non-Rail
"Santa Rosa, CA",2019,950233,Rail
"Santa Rosa, CA",2020,2117298,Non-Rail
"Santa Rosa, CA",2020,518003,Rail
"Santa Rosa, CA",2021,522189,Non-Rail
"Santa Rosa, CA",2021,91300,Rail
"Sarasota-Bradenton, FL",2011,5906245,Non-Rail
"Sarasota-Bradenton, FL",2012,5788593,Non-Rail
"Sarasota-Bradenton, FL",2013,6132188,Non-Rail
"Sarasota-Bradenton, FL",2014,6563983,Non-Rail
"Sarasota-Bradenton, FL",2015,6717654,Non-Rail
"Sarasota-Bradenton, FL",2016,6799059,Non-Rail
"Sarasota-Bradenton, FL",2017,6593141,Non-Rail
"Sarasota-Bradenton, FL",2018,6671467,Non-Rail
"Sarasota-Bradenton, FL",2019,6695066,Non-Rail
"Sarasota-Bradenton, FL",2020,5367436,Non-Rail
"Sarasota-Bradenton, FL",2021,1393732,Non-Rail
"Savannah, GA",2011,3253748,Non-Rail
"Savannah, GA",2012,3184295,Non-Rail
"Savannah, GA",2013,3204154,Non-Rail
"Savannah, GA",2014,3193192,Non-Rail
"Savannah, GA",2015,3160785,Non-Rail
"Savannah, GA",2016,3350403,Non-Rail
"Savannah, GA",2017,3440308,Non-Rail
"Savannah, GA",2018,3362882,Non-Rail
"Savannah, GA",2019,3536763,Non-Rail
"Savannah, GA",2020,2903378,Non-Rail
"Savannah, GA",2021,736121,Non-Rail
"Scranton, PA",2011,2355393,Non-Rail
"Scranton, PA",2012,3395943,Non-Rail
"Scranton, PA",2013,3694480,Non-Rail
"Scranton, PA",2014,3642379,Non-Rail
"Scranton, PA",2015,3685002,Non-Rail
"Scranton, PA",2016,3700015,Non-Rail
"Scranton, PA",2017,3776048,Non-Rail
"Scranton, PA",2018,3749418,Non-Rail
"Scranton, PA",2019,3822490,Non-Rail
"Scranton, PA",2020,3026368,Non-Rail
"Scranton, PA",2021,724221,Non-Rail
"Seaside-Monterey, CA",2011,5332812,Non-Rail
"Seaside-Monterey, CA",2012,5337023,Non-Rail
"Seaside-Monterey, CA",2013,4814475,Non-Rail
"Seaside-Monterey, CA",2014,5011543,Non-Rail
"Seaside-Monterey, CA",2015,5300352,Non-Rail
"Seaside-Monterey, CA",2016,5559115,Non-Rail
"Seaside-Monterey, CA",2017,5639730,Non-Rail
"Seaside-Monterey, CA",2018,5926405,Non-Rail
"Seaside-Monterey, CA",2019,5757437,Non-Rail
"Seaside-Monterey, CA",2020,3929890,Non-Rail
"Seaside-Monterey, CA",2021,949908,Non-Rail
"Seattle, WA",2011,100636194,Non-Rail
"Seattle, WA",2011,4091974,Rail
"Seattle, WA",2012,98800222,Non-Rail
"Seattle, WA",2012,4417960,Rail
"Seattle, WA",2013,98538251,Non-Rail
"Seattle, WA",2013,4642491,Rail
"Seattle, WA",2014,97823336,Non-Rail
"Seattle, WA",2014,4661380,Rail
"Seattle, WA",2015,96794634,Non-Rail
"Seattle, WA",2015,4867159,Rail
"Seattle, WA",2016,100266492,Non-Rail
"Seattle, WA",2016,6406254,Rail
"Seattle, WA",2017,101692655,Non-Rail
"Seattle, WA",2017,7569079,Rail
"Seattle, WA",2018,103811533,Non-Rail
"Seattle, WA",2018,8155873,Rail
"Seattle, WA",2019,105631548,Non-Rail
"Seattle, WA",2019,8129928,Rail
"Seattle, WA",2020,76057718,Non-Rail
"Seattle, WA",2020,5955977,Rail
"Seattle, WA",2021,17175644,Non-Rail
"Seattle, WA",2021,1494932,Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2011,1215087,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2012,1177149,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2013,1152773,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2014,1326591,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2015,1364667,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2016,1481938,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2017,1495029,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2018,1326297,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2019,1196307,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2020,1107980,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2021,258971,Non-Rail
"Sheboygan, WI",2011,790414,Non-Rail
"Sheboygan, WI",2012,771465,Non-Rail
"Sheboygan, WI",2013,778106,Non-Rail
"Sheboygan, WI",2014,784060,Non-Rail
"Sheboygan, WI",2015,752815,Non-Rail
"Sheboygan, WI",2016,729479,Non-Rail
"Sherman, TX",2011,2267914,Non-Rail
"Sherman, TX",2012,2763763,Non-Rail
"Sherman, TX",2013,3220425,Non-Rail
"Sherman, TX",2014,4225120,Non-Rail
"Sherman, TX",2015,3203827,Non-Rail
"Sherman, TX",2016,304817,Non-Rail
"Sherman, TX",2017,394310,Non-Rail
"Sherman, TX",2018,424123,Non-Rail
"Sherman, TX",2019,479103,Non-Rail
"Sherman, TX",2020,410741,Non-Rail
"Sherman, TX",2021,93029,Non-Rail
"Shreveport, LA",2011,2662202,Non-Rail
"Shreveport, LA",2012,2667388,Non-Rail
"Shreveport, LA",2013,2802276,Non-Rail
"Shreveport, LA",2014,2837100,Non-Rail
"Shreveport, LA",2015,2827965,Non-Rail
"Shreveport, LA",2016,2889153,Non-Rail
"Shreveport, LA",2017,2876363,Non-Rail
"Shreveport, LA",2018,2936020,Non-Rail
"Shreveport, LA",2019,3009058,Non-Rail
"Shreveport, LA",2020,2115363,Non-Rail
"Shreveport, LA",2021,540206,Non-Rail
"Simi Valley, CA",2011,593792,Non-Rail
"Sioux City, IA-NE-SD",2011,829216,Non-Rail
"Sioux City, IA-NE-SD",2012,803811,Non-Rail
"Sioux City, IA-NE-SD",2013,745239,Non-Rail
"Sioux City, IA-NE-SD",2014,752732,Non-Rail
"Sioux City, IA-NE-SD",2015,754897,Non-Rail
"Sioux City, IA-NE-SD",2016,745960,Non-Rail
"Sioux City, IA-NE-SD",2017,750884,Non-Rail
"Sioux City, IA-NE-SD",2018,816606,Non-Rail
"Sioux City, IA-NE-SD",2019,820709,Non-Rail
"Sioux City, IA-NE-SD",2020,689097,Non-Rail
"Sioux City, IA-NE-SD",2021,180346,Non-Rail
"Sioux Falls, SD",2011,1377159,Non-Rail
"Sioux Falls, SD",2012,1383533,Non-Rail
"Sioux Falls, SD",2013,1366438,Non-Rail
"Sioux Falls, SD",2014,1373954,Non-Rail
"Sioux Falls, SD",2015,1360872,Non-Rail
"Sioux Falls, SD",2016,1323018,Non-Rail
"Sioux Falls, SD",2017,1271272,Non-Rail
"Sioux Falls, SD",2018,1222584,Non-Rail
"Sioux Falls, SD",2019,1156886,Non-Rail
"Sioux Falls, SD",2020,894802,Non-Rail
"Sioux Falls, SD",2021,243319,Non-Rail
"South Bend, IN-MI",2011,1850461,Non-Rail
"South Bend, IN-MI",2012,1622987,Non-Rail
"South Bend, IN-MI",2013,1526685,Non-Rail
"South Bend, IN-MI",2014,1546555,Non-Rail
"South Bend, IN-MI",2015,1598594,Non-Rail
"South Bend, IN-MI",2016,1590360,Non-Rail
"South Bend, IN-MI",2017,1599218,Non-Rail
"South Bend, IN-MI",2018,1698097,Non-Rail
"South Bend, IN-MI",2019,1692490,Non-Rail
"South Bend, IN-MI",2020,1436682,Non-Rail
"South Bend, IN-MI",2021,383017,Non-Rail
"South Lyon-Howell, MI",2011,758168,Non-Rail
"South Lyon-Howell, MI",2012,787447,Non-Rail
"Spartanburg, SC",2011,2170477,Non-Rail
"Spartanburg, SC",2012,1472579,Non-Rail
"Spartanburg, SC",2013,1568164,Non-Rail
"Spartanburg, SC",2014,1109142,Non-Rail
"Spartanburg, SC",2015,1724802,Non-Rail
"Spartanburg, SC",2016,1748616,Non-Rail
"Spartanburg, SC",2017,1655529,Non-Rail
"Spartanburg, SC",2018,1638802,Non-Rail
"Spartanburg, SC",2019,1418308,Non-Rail
"Spartanburg, SC",2020,951461,Non-Rail
"Spartanburg, SC",2021,236953,Non-Rail
"Spokane, WA",2011,9105638,Non-Rail
"Spokane, WA",2012,9036137,Non-Rail
"Spokane, WA",2013,8978843,Non-Rail
"Spokane, WA",2014,9083367,Non-Rail
"Spokane, WA",2015,9087031,Non-Rail
"Spokane, WA",2016,9051663,Non-Rail
"Spokane, WA",2017,9105189,Non-Rail
"Spokane, WA",2018,9277891,Non-Rail
"Spokane, WA",2019,9442023,Non-Rail
"Spokane, WA",2020,8385337,Non-Rail
"Spokane, WA",2021,2081684,Non-Rail
"Spring Hill, FL",2011,297978,Non-Rail
"Springfield, IL",2011,1720497,Non-Rail
"Springfield, IL",2012,1731383,Non-Rail
"Springfield, IL",2013,1733765,Non-Rail
"Springfield, IL",2014,1791758,Non-Rail
"Springfield, IL",2015,1793150,Non-Rail
"Springfield, IL",2016,1786464,Non-Rail
"Springfield, IL",2017,1736548,Non-Rail
"Springfield, IL",2018,1848994,Non-Rail
"Springfield, IL",2019,2253547,Non-Rail
"Springfield, IL",2020,1887161,Non-Rail
"Springfield, IL",2021,499457,Non-Rail
"Springfield, MA-CT",2011,7067427,Non-Rail
"Springfield, MA-CT",2012,7111560,Non-Rail
"Springfield, MA-CT",2013,7176405,Non-Rail
"Springfield, MA-CT",2014,7586944,Non-Rail
"Springfield, MA-CT",2015,8196841,Non-Rail
"Springfield, MA-CT",2016,8241024,Non-Rail
"Springfield, MA-CT",2017,8192240,Non-Rail
"Springfield, MA-CT",2018,7743509,Non-Rail
"Springfield, MA-CT",2019,7596952,Non-Rail
"Springfield, MA-CT",2020,5454752,Non-Rail
"Springfield, MA-CT",2021,1382190,Non-Rail
"Springfield, MO",2011,1255488,Non-Rail
"Springfield, MO",2012,1242181,Non-Rail
"Springfield, MO",2013,1310207,Non-Rail
"Springfield, MO",2014,1215706,Non-Rail
"Springfield, MO",2015,1181205,Non-Rail
"Springfield, MO",2016,1227406,Non-Rail
"Springfield, MO",2017,1232227,Non-Rail
"Springfield, MO",2018,1228781,Non-Rail
"Springfield, MO",2019,1223885,Non-Rail
"Springfield, MO",2020,1068776,Non-Rail
"Springfield, MO",2021,288549,Non-Rail
"Springfield, OH",2011,305144,Non-Rail
"St. Augustine, FL",2011,541991,Non-Rail
"St. Augustine, FL",2012,418468,Non-Rail
"St. Cloud, MN",2011,1843331,Non-Rail
"St. Cloud, MN",2012,1827576,Non-Rail
"St. Cloud, MN",2013,1823061,Non-Rail
"St. Cloud, MN",2014,1903634,Non-Rail
"St. Cloud, MN",2015,1949115,Non-Rail
"St. Cloud, MN",2016,1993630,Non-Rail
"St. Cloud, MN",2017,2044517,Non-Rail
"St. Cloud, MN",2018,2071983,Non-Rail
"St. Cloud, MN",2019,2127989,Non-Rail
"St. Cloud, MN",2020,1572851,Non-Rail
"St. Cloud, MN",2021,373244,Non-Rail
"St. Joseph, MO-KS",2011,895222,Non-Rail
"St. Louis, MO-IL",2011,29290364,Non-Rail
"St. Louis, MO-IL",2011,6302034,Rail
"St. Louis, MO-IL",2012,29561974,Non-Rail
"St. Louis, MO-IL",2012,6297940,Rail
"St. Louis, MO-IL",2013,29204091,Non-Rail
"St. Louis, MO-IL",2013,6240575,Rail
"St. Louis, MO-IL",2014,28979134,Non-Rail
"St. Louis, MO-IL",2014,6244615,Rail
"St. Louis, MO-IL",2015,28965555,Non-Rail
"St. Louis, MO-IL",2015,6235054,Rail
"St. Louis, MO-IL",2016,29051604,Non-Rail
"St. Louis, MO-IL",2016,6226017,Rail
"St. Louis, MO-IL",2017,29072969,Non-Rail
"St. Louis, MO-IL",2017,6240270,Rail
"St. Louis, MO-IL",2018,28966775,Non-Rail
"St. Louis, MO-IL",2018,6124331,Rail
"St. Louis, MO-IL",2019,28593242,Non-Rail
"St. Louis, MO-IL",2019,6176674,Rail
"St. Louis, MO-IL",2020,22308145,Non-Rail
"St. Louis, MO-IL",2020,5511471,Rail
"St. Louis, MO-IL",2021,5743013,Non-Rail
"St. Louis, MO-IL",2021,1373384,Rail
"State College, PA",2011,2144799,Non-Rail
"State College, PA",2012,2214434,Non-Rail
"State College, PA",2013,2637119,Non-Rail
"State College, PA",2014,3096844,Non-Rail
"State College, PA",2015,3246298,Non-Rail
"State College, PA",2016,3068690,Non-Rail
"State College, PA",2017,2864876,Non-Rail
"State College, PA",2018,2937094,Non-Rail
"State College, PA",2019,2979392,Non-Rail
"State College, PA",2020,1832799,Non-Rail
"State College, PA",2021,362955,Non-Rail
"Stockton, CA",2011,3109888,Non-Rail
"Stockton, CA",2011,784253,Rail
"Stockton, CA",2012,2813148,Non-Rail
"Stockton, CA",2012,851392,Rail
"Stockton, CA",2013,2871761,Non-Rail
"Stockton, CA",2013,952896,Rail
"Stockton, CA",2014,2983541,Non-Rail
"Stockton, CA",2014,962683,Rail
"Stockton, CA",2015,2964955,Non-Rail
"Stockton, CA",2015,1054984,Rail
"Stockton, CA",2016,2924093,Non-Rail
"Stockton, CA",2016,1079582,Rail
"Stockton, CA",2017,3061574,Non-Rail
"Stockton, CA",2017,1081573,Rail
"Stockton, CA",2018,4066015,Non-Rail
"Stockton, CA",2018,1114062,Rail
"Stockton, CA",2019,5353012,Non-Rail
"Stockton, CA",2019,1185786,Rail
"Stockton, CA",2020,5436885,Non-Rail
"Stockton, CA",2020,621445,Rail
"Stockton, CA",2021,1911253,Non-Rail
"Stockton, CA",2021,108078,Rail
"Sumter, SC",2011,1578763,Non-Rail
"Sumter, SC",2012,1604790,Non-Rail
"Sumter, SC",2013,1075481,Non-Rail
"Sumter, SC",2014,877510,Non-Rail
"Sumter, SC",2015,712664,Non-Rail
"Sumter, SC",2016,597953,Non-Rail
"Sumter, SC",2017,630785,Non-Rail
"Sumter, SC",2018,533424,Non-Rail
"Sumter, SC",2019,528243,Non-Rail
"Sumter, SC",2020,387458,Non-Rail
"Sumter, SC",2021,97930,Non-Rail
"Syracuse, NY",2011,5350071,Non-Rail
"Syracuse, NY",2012,5144079,Non-Rail
"Syracuse, NY",2013,5033567,Non-Rail
"Syracuse, NY",2014,5037305,Non-Rail
"Syracuse, NY",2015,5762512,Non-Rail
"Syracuse, NY",2016,6062112,Non-Rail
"Syracuse, NY",2017,6140955,Non-Rail
"Syracuse, NY",2018,6151847,Non-Rail
"Syracuse, NY",2019,6217280,Non-Rail
"Syracuse, NY",2020,5121909,Non-Rail
"Syracuse, NY",2021,1424902,Non-Rail
"Tallahassee, FL",2011,2460041,Non-Rail
"Tallahassee, FL",2012,2588551,Non-Rail
"Tallahassee, FL",2013,2564053,Non-Rail
"Tallahassee, FL",2014,2687061,Non-Rail
"Tallahassee, FL",2015,2594194,Non-Rail
"Tallahassee, FL",2016,2694781,Non-Rail
"Tallahassee, FL",2017,2714955,Non-Rail
"Tallahassee, FL",2018,3157072,Non-Rail
"Tallahassee, FL",2019,3571718,Non-Rail
"Tallahassee, FL",2020,2725385,Non-Rail
"Tallahassee, FL",2021,650918,Non-Rail
"Tampa-St. Petersburg, FL",2011,22049109,Non-Rail
"Tampa-St. Petersburg, FL",2011,74800,Rail
"Tampa-St. Petersburg, FL",2012,23935332,Non-Rail
"Tampa-St. Petersburg, FL",2012,67507,Rail
"Tampa-St. Petersburg, FL",2013,24335733,Non-Rail
"Tampa-St. Petersburg, FL",2013,66692,Rail
"Tampa-St. Petersburg, FL",2014,24667323,Non-Rail
"Tampa-St. Petersburg, FL",2014,66580,Rail
"Tampa-St. Petersburg, FL",2015,24832016,Non-Rail
"Tampa-St. Petersburg, FL",2015,66892,Rail
"Tampa-St. Petersburg, FL",2016,25672923,Non-Rail
"Tampa-St. Petersburg, FL",2016,70069,Rail
"Tampa-St. Petersburg, FL",2017,27017621,Non-Rail
"Tampa-St. Petersburg, FL",2017,68618,Rail
"Tampa-St. Petersburg, FL",2018,26382600,Non-Rail
"Tampa-St. Petersburg, FL",2018,75126,Rail
"Tampa-St. Petersburg, FL",2019,27936273,Non-Rail
"Tampa-St. Petersburg, FL",2019,119134,Rail
"Tampa-St. Petersburg, FL",2020,22565444,Non-Rail
"Tampa-St. Petersburg, FL",2020,112876,Rail
"Tampa-St. Petersburg, FL",2021,6013809,Non-Rail
"Tampa-St. Petersburg, FL",2021,29580,Rail
"Terre Haute, IN",2011,437523,Non-Rail
"Terre Haute, IN",2012,409387,Non-Rail
"Terre Haute, IN",2013,469259,Non-Rail
"Terre Haute, IN",2014,476165,Non-Rail
"Terre Haute, IN",2015,464662,Non-Rail
"Terre Haute, IN",2016,478942,Non-Rail
"Terre Haute, IN",2017,477457,Non-Rail
"Terre Haute, IN",2018,466737,Non-Rail
"Terre Haute, IN",2019,449038,Non-Rail
"Terre Haute, IN",2020,421925,Non-Rail
"Terre Haute, IN",2021,99121,Non-Rail
"Texas City, TX",2011,985287,Non-Rail
"Texas City, TX",2012,980778,Non-Rail
"Texas City, TX",2013,1020088,Non-Rail
"Texas City, TX",2014,1153701,Non-Rail
"Texas City, TX",2015,1040183,Non-Rail
"Texas City, TX",2016,1049250,Non-Rail
"Texas City, TX",2017,1008388,Non-Rail
"Texas City, TX",2018,646009,Non-Rail
"Thousand Oaks, CA",2011,762626,Non-Rail
"Thousand Oaks, CA",2012,757367,Non-Rail
"Toledo, OH-MI",2011,4292562,Non-Rail
"Toledo, OH-MI",2012,4723382,Non-Rail
"Toledo, OH-MI",2013,4771464,Non-Rail
"Toledo, OH-MI",2014,4640812,Non-Rail
"Toledo, OH-MI",2015,5249978,Non-Rail
"Toledo, OH-MI",2016,5635105,Non-Rail
"Toledo, OH-MI",2017,5563828,Non-Rail
"Toledo, OH-MI",2018,4947612,Non-Rail
"Toledo, OH-MI",2019,4429631,Non-Rail
"Toledo, OH-MI",2020,2747957,Non-Rail
"Toledo, OH-MI",2021,785177,Non-Rail
"Topeka, KS",2011,1311703,Non-Rail
"Topeka, KS",2012,1198052,Non-Rail
"Topeka, KS",2013,1147699,Non-Rail
"Topeka, KS",2014,1138963,Non-Rail
"Topeka, KS",2015,1119822,Non-Rail
"Topeka, KS",2016,1197272,Non-Rail
"Topeka, KS",2017,1130958,Non-Rail
"Topeka, KS",2018,1166190,Non-Rail
"Topeka, KS",2019,1184957,Non-Rail
"Topeka, KS",2020,1017621,Non-Rail
"Topeka, KS",2021,251588,Non-Rail
"Tucson, AZ",2011,11559347,Non-Rail
"Tucson, AZ",2012,12114725,Non-Rail
"Tucson, AZ",2013,12470337,Non-Rail
"Tucson, AZ",2014,12568913,Non-Rail
"Tucson, AZ",2014,81917,Rail
"Tucson, AZ",2015,11809524,Non-Rail
"Tucson, AZ",2015,195187,Rail
"Tucson, AZ",2016,12670121,Non-Rail
"Tucson, AZ",2016,191781,Rail
"Tucson, AZ",2017,12599854,Non-Rail
"Tucson, AZ",2017,197112,Rail
"Tucson, AZ",2018,12550277,Non-Rail
"Tucson, AZ",2018,203182,Rail
"Tucson, AZ",2019,12204387,Non-Rail
"Tucson, AZ",2019,201487,Rail
"Tucson, AZ",2020,10538786,Non-Rail
"Tucson, AZ",2020,198065,Rail
"Tucson, AZ",2021,2548142,Non-Rail
"Tucson, AZ",2021,48913,Rail
"Tulsa, OK",2011,3978503,Non-Rail
"Tulsa, OK",2012,3952002,Non-Rail
"Tulsa, OK",2013,4039867,Non-Rail
"Tulsa, OK",2014,3949664,Non-Rail
"Tulsa, OK",2015,3843841,Non-Rail
"Tulsa, OK",2016,3851254,Non-Rail
"Tulsa, OK",2017,3754706,Non-Rail
"Tulsa, OK",2018,3788799,Non-Rail
"Tulsa, OK",2019,3809593,Non-Rail
"Tulsa, OK",2020,3527995,Non-Rail
"Tulsa, OK",2021,794584,Non-Rail
"Turlock, CA",2011,188524,Non-Rail
"Turlock, CA",2012,190974,Non-Rail
"Turlock, CA",2013,184729,Non-Rail
"Turlock, CA",2014,191140,Non-Rail
"Turlock, CA",2015,196746,Non-Rail
"Turlock, CA",2016,195194,Non-Rail
"Turlock, CA",2017,271354,Non-Rail
"Turlock, CA",2018,328996,Non-Rail
"Turlock, CA",2019,333201,Non-Rail
"Turlock, CA",2020,279506,Non-Rail
"Turlock, CA",2021,74140,Non-Rail
"Tuscaloosa, AL",2011,341280,Non-Rail
"Uniontown-Connellsville, PA",2011,1411209,Non-Rail
"Uniontown-Connellsville, PA",2012,1290614,Non-Rail
"Uniontown-Connellsville, PA",2013,1260493,Non-Rail
"Uniontown-Connellsville, PA",2014,1237523,Non-Rail
"Uniontown-Connellsville, PA",2015,1240305,Non-Rail
"Uniontown-Connellsville, PA",2016,1335397,Non-Rail
"Uniontown-Connellsville, PA",2017,1369574,Non-Rail
"Uniontown-Connellsville, PA",2018,1384606,Non-Rail
"Uniontown-Connellsville, PA",2019,1435852,Non-Rail
"Uniontown-Connellsville, PA",2020,1132572,Non-Rail
"Uniontown-Connellsville, PA",2021,250978,Non-Rail
"Urban Honolulu, HI",2011,28026744,Non-Rail
"Urban Honolulu, HI",2012,23841479,Non-Rail
"Urban Honolulu, HI",2013,23400925,Non-Rail
"Urban Honolulu, HI",2014,23986550,Non-Rail
"Urban Honolulu, HI",2015,25305038,Non-Rail
"Urban Honolulu, HI",2016,25817440,Non-Rail
"Urban Honolulu, HI",2017,26159406,Non-Rail
"Urban Honolulu, HI",2018,26658432,Non-Rail
"Urban Honolulu, HI",2019,27810234,Non-Rail
"Urban Honolulu, HI",2020,24286858,Non-Rail
"Urban Honolulu, HI",2021,6041061,Non-Rail
"Utica, NY",2011,1131544,Non-Rail
"Utica, NY",2012,1104700,Non-Rail
"Utica, NY",2013,1117203,Non-Rail
"Utica, NY",2014,1113651,Non-Rail
"Utica, NY",2015,274796,Non-Rail
"Vacaville, CA",2011,502658,Non-Rail
"Vallejo, CA",2011,3328335,Non-Rail
"Vallejo, CA",2012,2083263,Non-Rail
"Vallejo, CA",2013,1785276,Non-Rail
"Vallejo, CA",2014,1746105,Non-Rail
"Vallejo, CA",2015,1963360,Non-Rail
"Vallejo, CA",2016,2048354,Non-Rail
"Vallejo, CA",2017,1737339,Non-Rail
"Vallejo, CA",2018,1664949,Non-Rail
"Vallejo, CA",2019,1680633,Non-Rail
"Vallejo, CA",2020,1237477,Non-Rail
"Vallejo, CA",2021,310564,Non-Rail
"Victoria, TX",2011,1956363,Non-Rail
"Victoria, TX",2012,2003801,Non-Rail
"Victoria, TX",2013,1904422,Non-Rail
"Victoria, TX",2014,1089692,Non-Rail
"Victoria, TX",2019,342598,Non-Rail
"Victoria, TX",2020,927329,Non-Rail
"Victoria, TX",2021,201830,Non-Rail
"Victorville-Hesperia, CA",2011,2434487,Non-Rail
"Victorville-Hesperia, CA",2012,3023648,Non-Rail
"Victorville-Hesperia, CA",2013,5918158,Non-Rail
"Victorville-Hesperia, CA",2014,7336780,Non-Rail
"Victorville-Hesperia, CA",2015,8105615,Non-Rail
"Victorville-Hesperia, CA",2016,8695297,Non-Rail
"Victorville-Hesperia, CA",2017,9712476,Non-Rail
"Victorville-Hesperia, CA",2018,10108208,Non-Rail
"Victorville-Hesperia, CA",2019,9995082,Non-Rail
"Victorville-Hesperia, CA",2020,8245340,Non-Rail
"Victorville-Hesperia, CA",2021,2000624,Non-Rail
"Villas, NJ",2011,760675,Non-Rail
"Villas, NJ",2012,656316,Non-Rail
"Villas, NJ",2013,687156,Non-Rail
"Villas, NJ",2014,665499,Non-Rail
"Vineland, NJ",2011,521531,Non-Rail
"Vineland, NJ",2012,500984,Non-Rail
"Vineland, NJ",2013,469315,Non-Rail
"Vineland, NJ",2014,448730,Non-Rail
"Vineland, NJ",2015,444046,Non-Rail
"Vineland, NJ",2016,493550,Non-Rail
"Vineland, NJ",2017,479212,Non-Rail
"Vineland, NJ",2018,458662,Non-Rail
"Vineland, NJ",2019,474371,Non-Rail
"Virgin Islands, VI",2011,700501,Non-Rail
"Virgin Islands, VI",2012,449260,Non-Rail
"Virgin Islands, VI",2013,75841,Non-Rail
"Virginia Beach, VA",2011,14785346,Non-Rail
"Virginia Beach, VA",2011,156958,Rail
"Virginia Beach, VA",2012,14156604,Non-Rail
"Virginia Beach, VA",2012,375067,Rail
"Virginia Beach, VA",2013,14052036,Non-Rail
"Virginia Beach, VA",2013,373902,Rail
"Virginia Beach, VA",2014,14060697,Non-Rail
"Virginia Beach, VA",2014,382472,Rail
"Virginia Beach, VA",2015,14387745,Non-Rail
"Virginia Beach, VA",2015,392651,Rail
"Virginia Beach, VA",2016,15091758,Non-Rail
"Virginia Beach, VA",2016,393635,Rail
"Virginia Beach, VA",2017,14761091,Non-Rail
"Virginia Beach, VA",2017,391766,Rail
"Virginia Beach, VA",2018,14734104,Non-Rail
